2	120.5729	24.2658	NaN	NaN	-0.9	NaN	NaN	0.5	-43.3685555753804	29.5054721751033
2	120.5312	24.2522	NaN	NaN	-0.4	NaN	NaN	0.5	-47.6079024175353	28.0127318813982
2	120.5419	24.1592	NaN	NaN	0.1	NaN	NaN	0.5	-46.5550600508034	17.7084605484267
2	120.5072	24.2181	NaN	NaN	-0.5	NaN	NaN	0.5	-50.0584917451329	24.2441964461521
2	120.468	24.1314	NaN	NaN	-0.4	NaN	NaN	1	-54.0769131278439	14.6558973316942
2	120.82	24.02	NaN	NaN	1.83	NaN	NaN	0.8	-18.3125513698609	2.226800573359
2	120.82	24.02	NaN	NaN	2.7	NaN	NaN	0.8	-18.3125513698609	2.226800573359
2	120.82	24.02	NaN	NaN	3.8	NaN	NaN	0.8	-18.3125513698609	2.226800573359
2	120.87	24.05	NaN	NaN	5.22	NaN	NaN	0.8	-13.22266273258	5.54385293348413
2	120.87	24.05	NaN	NaN	9.23	NaN	NaN	0.8	-13.22266273258	5.54385293348413
2	120.89	24.05	NaN	NaN	6.26	NaN	NaN	0.8	-11.1884073804054	5.5421166216649
2	120.89	24.06	NaN	NaN	9.33	NaN	NaN	0.8	-11.1875406517656	6.64967029446496
2	120.89	24.06	NaN	NaN	10.17	NaN	NaN	0.8	-11.1875406517656	6.64967029446496
2	120.92	24.06	NaN	NaN	9.33	NaN	NaN	0.8	-8.13639359264268	6.64760777753641
2	120.94	24.06	NaN	NaN	1.86	NaN	NaN	0.8	-6.10229533867004	6.64659461128895
2	120.97	24.07	NaN	NaN	5.13	NaN	NaN	0.8	-3.05091126578533	7.75317148846063
2	120.97	24.07	NaN	NaN	0.86	NaN	NaN	0.8	-3.05091126578533	7.75317148846063
2	120.97	24.07	NaN	NaN	2.24	NaN	NaN	0.8	-3.05091126578533	7.75317148846063
2	120.97	24.07	NaN	NaN	3.23	NaN	NaN	0.8	-3.05091126578533	7.75317148846063
2	120.99	24.08	NaN	NaN	2.55	NaN	NaN	0.8	-1.01689157354306	8.8604371469405
2	120.99	24.08	NaN	NaN	2.18	NaN	NaN	0.8	-1.01689157354306	8.8604371469405
2	120.99	24.08	NaN	NaN	2.25	NaN	NaN	0.8	-1.01689157354306	8.8604371469405
