-9.3051,-45.639,-40
-5.3277,-40.641,-40
-3.0371,-34.889,-40
1.1712,-30.138,-40
-11.436,-44.073,-36
-7.5079,-39.138,-35.992
-5.1429,-33.295,-36.006
-0.95996,-28.573,-36
-13.567,-42.508,-32
-9.6392,-37.573,-31.992
-7.274,-31.73,-32.006
-3.0912,-27.008,-32
-15.699,-40.943,-28
-11.771,-36.007,-27.992
-9.4051,-30.164,-28.007
-5.2223,-25.443,-28
-17.83,-39.378,-24
-13.902,-34.442,-23.992
-11.536,-28.599,-24.007
-7.3535,-23.877,-24
-19.961,-37.812,-20
-16.033,-32.877,-19.992
-13.667,-27.033,-20.007
-9.4847,-22.312,-20
-22.092,-36.247,-16
-18.164,-31.312,-15.992
-15.798,-25.468,-16.007
-11.616,-20.747,-16
-24.223,-34.682,-12
-20.296,-29.747,-11.992
-17.929,-23.903,-12.007
-13.747,-19.182,-12
-26.355,-33.117,-8
-22.427,-28.182,-7.9925
-20.06,-22.337,-8.0067
-15.878,-17.616,-8
-28.486,-31.551,-4
-24.558,-26.617,-3.9925
-22.192,-20.772,-4.0067
-18.01,-16.051,-4
-30.617,-29.986,-0
-26.64,-24.989,0
-24.349,-19.236,0
-20.141,-14.486,-0
