374,375,394
308,327,307
355,375,374
295,296,315
207,226,206
329,328,309
289,288,269
289,290,309
205,186,206
29,30,49
15,34,14
147,146,127
146,145,126
161,141,142
184,165,185
312,292,293
105,104,85
231,251,250
128,147,127
209,210,229
271,251,252
210,211,230
271,272,291
388,387,368
393,373,374
315,316,335
314,334,333
315,335,334
273,292,272
211,212,231
58,57,38
96,97,116
16,17,36
46,66,65
93,74,94
98,118,117
107,108,127
65,66,85
42,43,62
125,106,126
63,43,44
69,68,49
3,22,2
32,31,12
67,48,68
117,97,98
46,47,66
57,37,38
27,28,47
28,8,9
207,187,188
209,189,190
86,105,85
88,68,69
156,175,155
165,164,145
187,168,188
179,180,199
187,167,168
168,169,188
163,162,143
166,167,186
83,82,63
182,181,162
205,204,185
185,166,186
243,223,224
209,208,189
224,244,243
291,292,311
225,206,226
185,204,184
205,206,225
247,228,248
323,303,304
227,246,226
354,353,334
382,381,362
305,324,304
333,313,314
284,285,304
277,278,297
306,307,326
265,285,284
312,332,331
349,330,350
363,383,382
308,309,328
308,288,289
329,349,348
327,326,307
310,311,330
310,290,291
287,288,307
265,284,264
229,230,249
271,252,272
308,289,309
288,268,269
188,189,208
189,188,169
230,231,250
256,257,276
232,252,251
256,236,237
291,272,292
268,248,249
295,294,275
253,252,233
372,373,392
352,351,332
391,371,372
393,374,394
373,353,354
319,320,339
335,354,334
358,359,378
355,354,335
337,356,336
395,376,396
379,380,399
235,236,255
299,300,319
338,357,337
336,335,316
339,359,358
298,299,318
317,298,318
277,257,258
196,216,215
258,278,277
279,299,298
220,219,200
192,191,172
156,157,176
158,157,138
200,199,180
195,176,196
177,158,178
177,197,196
199,200,219
149,150,169
171,170,151
134,115,135
129,109,110
140,159,139
159,179,178
76,56,57
38,18,19
112,93,113
99,98,79
33,32,13
31,11,12
34,33,14
32,12,13
54,34,35
33,13,14
36,37,56
35,15,16
94,75,95
119,100,120
78,98,97
78,79,98
59,58,39
57,56,37
19,39,38
59,79,78
44,24,25
1,2,21
21,22,41
2,22,21
26,7,27
84,64,65
41,42,61
61,42,62
101,82,102
81,62,82
22,42,41
63,44,64
62,63,82
106,105,86
22,23,42
44,45,64
83,63,64
62,43,63
42,23,43
43,24,44
64,84,83
109,89,90
5,24,4
25,45,44
3,23,22
24,43,23
23,3,4
23,4,24
26,25,6
26,45,25
24,5,25
5,6,25
7,26,6
27,47,46
26,46,45
26,27,46
29,28,9
27,7,8
30,10,11
29,9,10
52,51,32
29,10,30
49,48,29
27,8,28
53,72,52
48,28,29
50,69,49
47,28,48
89,69,70
68,48,49
70,90,89
92,73,93
89,88,69
67,47,48
109,108,89
87,68,88
106,86,87
86,67,87
87,67,68
66,47,67
45,65,64
45,46,65
65,85,84
107,87,88
66,86,85
66,67,86
124,105,125
106,107,126
105,106,125
85,104,84
87,107,106
91,111,110
148,147,128
126,107,127
128,109,129
133,113,114
90,110,109
94,95,114
130,129,110
128,108,109
88,108,107
88,89,108
149,148,129
127,108,128
167,147,148
145,125,126
129,148,128
149,169,168
129,130,149
155,136,156
148,168,167
148,149,168
170,171,190
191,211,210
208,207,188
186,167,187
206,186,187
185,165,166
165,145,146
144,125,145
127,146,126
147,167,166
146,166,165
146,147,166
161,162,181
205,185,186
164,144,145
143,123,124
164,184,183
164,165,184
204,205,224
202,182,183
123,103,104
104,103,84
124,104,105
103,83,84
122,103,123
102,83,103
144,143,124
142,122,123
144,124,125
123,104,124
121,122,141
102,103,122
121,102,122
82,83,102
61,62,81
81,82,101
101,102,121
162,161,142
141,122,142
164,163,144
142,123,143
144,163,143
164,183,163
143,162,142
163,183,182
163,182,162
183,184,203
181,182,201
201,202,221
242,223,243
222,202,203
201,182,202
222,203,223
202,183,203
203,204,223
203,184,204
204,224,223
225,245,244
221,222,241
221,202,222
263,243,244
242,222,223
283,263,264
262,243,263
302,283,303
282,263,283
267,286,266
263,244,264
283,284,303
283,264,284
282,262,263
242,243,262
261,242,262
241,222,242
241,242,261
261,262,281
302,282,283
281,262,282
281,282,301
302,303,322
301,302,321
301,282,302
323,322,303
321,302,322
321,322,341
348,349,368
361,362,381
341,342,361
341,322,342
364,383,363
361,342,362
365,384,364
362,342,343
363,382,362
364,384,383
343,344,363
343,324,344
385,384,365
363,344,364
344,345,364
344,324,325
362,343,363
342,322,323
343,323,324
343,342,323
323,304,324
303,284,304
306,325,305
345,344,325
324,305,325
304,285,305
329,348,328
345,325,326
345,346,365
345,326,346
346,347,366
346,326,327
385,365,366
364,345,365
386,366,367
365,346,366
385,366,386
387,367,368
366,347,367
386,367,387
347,348,367
347,328,348
389,388,369
367,348,368
369,388,368
389,369,370
368,349,369
390,370,371
369,349,350
331,350,330
370,369,350
330,329,310
330,349,329
347,327,328
347,346,327
327,308,328
307,288,308
309,310,329
309,290,310
306,286,287
245,264,244
250,269,249
246,245,226
287,268,288
267,248,268
289,269,270
268,249,269
307,306,287
305,285,286
325,306,326
305,286,306
245,265,264
266,285,265
247,266,246
286,285,266
287,267,268
287,286,267
247,246,227
266,265,246
224,225,244
246,265,245
205,225,224
226,245,225
187,207,206
208,227,207
247,227,228
226,207,227
248,228,229
227,208,228
267,247,248
267,266,247
230,250,249
251,270,250
230,229,210
228,208,209
248,229,249
228,209,229
190,191,210
212,232,231
211,231,230
232,251,231
192,212,211
213,232,212
192,193,212
214,233,213
193,194,213
215,216,235
195,196,215
236,217,237
234,215,235
258,239,259
232,233,252
232,213,233
234,235,254
234,214,215
274,254,255
253,233,234
254,274,273
275,276,295
274,255,275
254,235,255
314,295,315
294,274,275
252,253,272
274,293,273
253,234,254
233,214,234
273,253,254
273,272,253
289,270,290
269,250,270
270,271,290
270,251,271
312,331,311
331,351,350
310,291,311
290,271,291
332,312,313
311,292,312
333,332,313
333,352,332
373,372,353
370,350,351
389,370,390
390,371,391
370,351,371
311,331,330
332,351,331
391,372,392
371,351,352
372,352,353
372,371,352
392,373,393
375,395,394
375,376,395
353,333,334
353,352,333
374,354,355
374,373,354
357,356,337
355,335,336
294,295,314
316,317,336
312,293,313
292,273,293
293,294,313
293,274,294
294,314,313
315,334,314
296,316,315
317,337,336
296,297,316
318,337,317
360,379,359
356,355,336
358,338,339
337,318,338
376,356,357
375,355,356
396,376,377
375,356,376
396,377,397
376,357,377
357,358,377
357,338,358
377,378,397
377,358,378
378,398,397
378,379,398
380,400,399
398,379,399
378,359,379
380,379,360
359,340,360
339,320,340
318,319,338
340,359,339
278,279,298
238,258,257
338,319,339
318,299,319
320,319,300
237,238,257
280,300,299
299,279,280
278,258,259
259,260,279
260,280,279
297,298,317
297,278,298
316,297,317
296,295,276
296,276,277
275,255,256
275,256,276
255,236,256
296,277,297
276,257,277
236,216,217
239,240,259
256,237,257
236,235,216
196,197,216
217,218,237
176,177,196
198,218,217
197,217,216
218,238,237
197,198,217
219,239,238
278,259,279
258,238,239
218,219,238
240,260,259
199,219,218
220,239,219
220,240,239
198,178,179
177,157,158
178,198,197
199,218,198
198,179,199
178,158,159
180,179,160
160,159,140
118,137,117
140,139,120
99,118,98
119,138,118
158,138,139
114,134,133
139,159,158
160,179,159
137,136,117
137,156,136
175,156,176
115,134,114
116,97,117
118,138,137
157,137,138
157,156,137
174,155,175
154,134,135
157,177,176
178,197,177
214,195,215
195,175,176
194,175,195
174,154,155
194,195,214
194,193,174
172,173,192
172,171,152
153,154,173
133,132,113
194,174,175
173,154,174
213,194,214
193,173,174
189,170,190
192,211,191
209,190,210
189,169,170
150,170,169
171,191,190
150,151,170
172,191,171
212,193,213
192,173,193
171,151,152
150,149,130
111,130,110
131,150,130
132,131,112
151,150,131
132,112,113
91,110,90
154,153,134
151,131,132
172,152,153
151,132,152
172,153,173
152,132,133
153,133,134
153,152,133
93,94,113
115,116,135
155,135,136
155,154,135
55,56,75
74,75,94
111,91,92
92,72,73
113,94,114
93,73,74
95,115,114
116,136,135
131,111,112
131,130,111
70,71,90
92,112,111
90,71,91
50,49,30
71,72,91
31,50,30
72,92,91
93,112,92
71,52,72
31,30,11
71,51,52
71,70,51
70,50,51
70,69,50
51,31,32
51,50,31
53,33,34
52,32,33
72,53,73
52,33,53
53,54,73
53,34,54
54,74,73
95,76,96
55,35,36
34,15,35
54,55,74
54,35,55
17,37,36
55,36,56
35,16,36
18,37,17
78,77,58
58,77,57
55,75,74
76,77,96
95,96,115
95,75,76
96,116,115
117,136,116
56,76,75
77,97,96
57,77,76
78,97,77
99,79,80
78,58,59
139,119,120
139,138,119
119,99,100
119,118,99
80,79,60
100,99,80
60,59,40
40,59,39
60,79,59
58,38,39
37,18,38
20,39,19
40,39,20
