41.694,-30.751,-40
46.741,-27.174,-40
52.696,-25.651,-40
58.9,-25.414,-40
40.548,-26.03,-39.061
45.59,-22.455,-39.088
51.578,-20.928,-39.089
57.754,-20.692,-39.089
39.402,-21.308,-38.367
44.444,-17.733,-38.152
50.432,-16.206,-38.154
56.609,-15.97,-38.155
38.256,-16.586,-37.108
43.298,-13.012,-37.192
49.287,-11.484,-37.194
55.463,-11.249,-37.196
37.11,-11.864,-36.139
42.153,-8.2896,-36.208
48.141,-6.7625,-36.21
54.317,-6.5266,-36.212
35.964,-7.1417,-35.102
41.007,-3.5677,-35.202
46.995,-2.0406,-35.203
53.171,-1.8046,-35.204
34.818,-2.4198,-33.994
39.861,1.1543,-34.166
45.849,2.6814,-34.167
52.025,2.9173,-34.167
33.673,2.3022,-33.469
38.715,5.8762,-33.099
44.703,7.4033,-33.101
50.879,7.6393,-33.097
32.527,7.0241,-31.837
37.569,10.598,-32.008
43.557,12.125,-32.009
49.733,12.361,-32.011
31.381,11.746,-30.119
36.423,15.32,-30.889
42.411,16.847,-30.89
48.588,17.083,-30.89
30.235,16.468,-29.388
35.277,20.042,-29.734
41.266,21.569,-29.736
47.442,21.805,-29.738
29.089,21.19,-28.571
34.131,24.764,-28.558
40.12,26.291,-28.558
46.296,26.527,-28.558
27.943,25.912,-27.226
32.986,29.486,-27.339
38.974,31.013,-27.341
45.15,31.249,-27.342
26.797,30.634,-25.728
31.84,34.208,-26.097
37.828,35.735,-26.097
44.004,35.971,-26.097
25.651,35.356,-24.49
30.694,38.93,-24.812
36.682,40.457,-24.814
42.858,40.693,-24.816
24.506,40.078,-23.673
29.548,43.652,-23.501
35.536,45.179,-23.501
41.712,45.415,-23.501
23.36,44.8,-21.497
28.402,48.374,-22.148
34.39,49.901,-22.149
40.566,50.137,-22.151
22.214,49.522,-20.408
27.256,53.096,-20.759
33.245,54.623,-20.761
39.421,54.859,-20.762
21.068,54.244,-19.592
26.11,57.818,-19.337
32.099,59.345,-19.336
38.275,59.581,-19.337
19.922,58.965,-15.476
24.964,62.539,-17.872
30.953,64.067,-17.872
37.129,64.303,-17.867
18.776,63.687,-16.327
23.819,67.261,-16.366
29.807,68.789,-16.366
35.983,69.025,-16.367
17.63,68.409,-14.694
22.673,71.983,-14.817
28.661,73.511,-14.818
34.837,73.746,-14.819
16.485,73.131,-13.061
21.527,76.705,-13.225
27.515,78.232,-13.227
33.691,78.468,-13.229
15.339,77.853,-11.429
20.381,81.427,-11.591
26.369,82.954,-11.592
32.545,83.19,-11.593
14.193,82.575,-9.7882
19.235,86.149,-9.9102
25.224,87.676,-9.9108
31.4,87.912,-9.9122
13.047,87.297,-8.1633
18.089,90.871,-8.183
24.078,92.398,-8.183
30.254,92.634,-8.1836
11.901,92.019,-6.4046
16.943,95.593,-6.4045
22.932,97.12,-6.4041
29.108,97.356,-6.397
10.755,96.741,-4.2275
15.797,100.31,-4.4089
21.786,101.84,-4.4094
27.962,102.08,-4.2517
9.6094,101.46,-0
14.657,105.04,0
20.612,106.56,0
26.816,106.8,-0
