38.908,40.263,-40
44.823,49.756,-40
35.392,42.735,-37.333
38.35,47.481,-37.048
41.307,52.228,-37.551
31.876,45.207,-34.667
34.833,49.953,-34.396
37.791,54.7,-34.286
28.36,47.679,-32
31.317,52.425,-31.741
34.274,57.172,-31.837
24.843,50.151,-29.333
27.801,54.897,-29.052
30.758,59.644,-29.388
21.327,52.623,-26.667
24.284,57.369,-26.383
27.242,62.116,-26.939
17.811,55.095,-24
20.768,59.841,-23.736
23.726,64.588,-23.673
14.294,57.567,-21.333
17.252,62.313,-21.069
20.209,67.06,-21.224
10.778,60.039,-18.667
13.736,64.785,-18.381
16.693,69.532,-18.776
7.2619,62.511,-16
10.219,67.257,-15.719
13.177,72.004,-16.327
3.7456,64.983,-13.333
6.703,69.729,-13.076
9.6604,74.476,-13.061
0.2293,67.455,-10.667
3.1867,72.201,-10.397
6.1442,76.948,-10.612
-3.287,69.927,-8.1633
-0.32956,74.673,-7.7135
2.6279,79.42,-8.1633
-6.8033,72.399,-5.3333
-3.8459,77.145,-5.0572
-0.88842,81.892,-5.7143
-10.32,74.871,-2.449
-7.3621,79.617,-2.4137
-4.4047,84.364,-2.449
-13.836,77.343,-0
-7.921,86.836,0
