> CRF
120.7386 23.7742 4.4469
120.7398 23.7767 4.4469
120.7409 23.7793 4.4469
120.7420 23.7819 4.4469
120.7431 23.7845 4.4469
120.7442 23.7871 4.4469
120.7454 23.7897 4.4469
120.7465 23.7923 4.4469
120.7476 23.7949 4.4469
120.7487 23.7975 4.4469
120.7498 23.8001 4.4469
120.7510 23.8027 4.4469
120.7521 23.8053 4.4469
120.7532 23.8079 4.4469
120.7543 23.8105 4.4469
120.7554 23.8131 4.4469
120.7565 23.8157 4.4469
120.7577 23.8183 4.4469
120.7588 23.8209 4.4469
120.7599 23.8235 4.4469
120.7610 23.8261 4.4469
120.7631 23.8283 4.4469
120.7651 23.8304 4.4469
120.7672 23.8326 4.4469
120.7693 23.8347 4.4469
120.7713 23.8369 4.4469
120.7734 23.8390 4.4469
120.7755 23.8412 4.4469
120.7775 23.8433 4.4469
120.7796 23.8455 4.4469
120.7816 23.8476 4.4469
120.7837 23.8498 4.4469
120.7858 23.8519 4.4469
120.7878 23.8540 4.4469
120.7899 23.8562 4.4469
120.7919 23.8583 4.4469
120.7940 23.8605 4.4469
120.7961 23.8626 4.4469
120.7981 23.8648 4.4469
120.8002 23.8669 4.4469
120.8023 23.8691 4.4469
> East_Miaoli
120.8320 24.4660 -0.0068
120.8324 24.4692 -0.0068
120.8328 24.4724 -0.0068
120.8332 24.4755 -0.0068
120.8335 24.4787 -0.0068
120.8339 24.4819 -0.0068
120.8343 24.4850 -0.0068
120.8347 24.4882 -0.0068
120.8351 24.4913 -0.0068
120.8355 24.4945 -0.0068
120.8359 24.4977 -0.0068
120.8362 24.5008 -0.0068
120.8366 24.5040 -0.0068
120.8370 24.5072 -0.0068
120.8374 24.5103 -0.0068
120.8378 24.5135 -0.0068
120.8382 24.5166 -0.0068
120.8385 24.5198 -0.0068
120.8389 24.5230 -0.0068
120.8393 24.5261 -0.0068
120.8397 24.5293 -0.0068
120.8401 24.5325 -0.0068
120.8406 24.5357 -0.0068
120.8410 24.5389 -0.0068
120.8414 24.5421 -0.0068
120.8418 24.5453 -0.0068
120.8423 24.5485 -0.0068
120.8427 24.5517 -0.0068
120.8431 24.5549 -0.0068
120.8436 24.5581 -0.0068
120.8440 24.5613 -0.0068
120.8444 24.5645 -0.0068
120.8449 24.5677 -0.0068
120.8453 24.5709 -0.0068
120.8457 24.5741 -0.0068
120.8462 24.5773 -0.0068
120.8466 24.5805 -0.0068
120.8470 24.5837 -0.0068
120.8474 24.5869 -0.0068
120.8479 24.5901 -0.0068
120.8483 24.5933 -0.0068
> Fengshan
120.3494 22.6824 -6.2527
120.3514 22.6791 -6.2527
120.3534 22.6758 -6.2527
120.3554 22.6725 -6.2527
120.3574 22.6692 -6.2527
120.3594 22.6659 -6.2527
120.3614 22.6626 -6.2527
120.3633 22.6593 -6.2527
120.3653 22.6560 -6.2527
120.3673 22.6527 -6.2527
120.3693 22.6494 -6.2527
120.3713 22.6461 -6.2527
120.3733 22.6428 -6.2527
120.3753 22.6395 -6.2527
120.3773 22.6363 -6.2527
120.3793 22.6330 -6.2527
120.3813 22.6297 -6.2527
120.3833 22.6264 -6.2527
120.3853 22.6231 -6.2527
120.3873 22.6198 -6.2527
120.3893 22.6165 -6.2527
120.3912 22.6132 -6.2527
120.3932 22.6099 -6.2527
120.3952 22.6066 -6.2527
120.3972 22.6033 -6.2527
120.3992 22.6000 -6.2527
120.4012 22.5967 -6.2527
120.4032 22.5934 -6.2527
120.4052 22.5901 -6.2527
120.4072 22.5868 -6.2527
120.4092 22.5835 -6.2527
120.4112 22.5802 -6.2527
120.4131 22.5769 -6.2527
120.4151 22.5736 -6.2527
120.4171 22.5703 -6.2527
120.4191 22.5670 -6.2527
120.4211 22.5637 -6.2527
120.4231 22.5604 -6.2527
120.4251 22.5571 -6.2527
120.4271 22.5538 -6.2527
120.4291 22.5505 -6.2527
> Fengshan_River
120.9624 24.8969 -9.7554
120.9652 24.8963 -9.7554
120.9681 24.8957 -9.7554
120.9709 24.8952 -9.7554
120.9738 24.8946 -9.7554
120.9766 24.8940 -9.7554
120.9795 24.8935 -9.7554
120.9823 24.8929 -9.7554
120.9852 24.8923 -9.7554
120.9880 24.8918 -9.7554
120.9909 24.8912 -9.7554
120.9937 24.8906 -9.7554
120.9966 24.8901 -9.7554
120.9994 24.8895 -9.7554
121.0023 24.8889 -9.7554
121.0051 24.8884 -9.7554
121.0080 24.8878 -9.7554
121.0108 24.8872 -9.7554
121.0137 24.8866 -9.7554
121.0165 24.8861 -9.7554
121.0194 24.8855 -9.7554
121.0222 24.8848 -9.7554
121.0251 24.8841 -9.7554
121.0279 24.8834 -9.7554
121.0308 24.8827 -9.7554
121.0337 24.8820 -9.7554
121.0365 24.8813 -9.7554
121.0394 24.8806 -9.7554
121.0422 24.8799 -9.7554
121.0451 24.8792 -9.7554
121.0479 24.8785 -9.7554
121.0508 24.8778 -9.7554
121.0537 24.8771 -9.7554
121.0565 24.8764 -9.7554
121.0594 24.8757 -9.7554
121.0622 24.8750 -9.7554
121.0651 24.8743 -9.7554
121.0680 24.8736 -9.7554
121.0708 24.8729 -9.7554
121.0737 24.8722 -9.7554
121.0765 24.8715 -9.7554
121.0791 24.8701 -9.7554
121.0817 24.8688 -9.7554
121.0843 24.8675 -9.7554
121.0869 24.8661 -9.7554
121.0894 24.8648 -9.7554
121.0920 24.8634 -9.7554
121.0946 24.8621 -9.7554
121.0972 24.8607 -9.7554
121.0998 24.8594 -9.7554
121.1023 24.8581 -9.7554
121.1049 24.8567 -9.7554
121.1075 24.8554 -9.7554
121.1101 24.8540 -9.7554
121.1127 24.8527 -9.7554
121.1153 24.8513 -9.7554
121.1178 24.8500 -9.7554
121.1204 24.8486 -9.7554
121.1230 24.8473 -9.7554
121.1256 24.8460 -9.7554
121.1282 24.8446 -9.7554
121.1309 24.8437 -9.7554
121.1337 24.8429 -9.7554
121.1365 24.8420 -9.7554
121.1393 24.8412 -9.7554
121.1420 24.8403 -9.7554
121.1448 24.8394 -9.7554
121.1476 24.8386 -9.7554
121.1504 24.8377 -9.7554
121.1532 24.8368 -9.7554
121.1559 24.8360 -9.7554
121.1587 24.8351 -9.7554
121.1615 24.8342 -9.7554
121.1643 24.8334 -9.7554
121.1670 24.8325 -9.7554
121.1698 24.8317 -9.7554
121.1726 24.8308 -9.7554
121.1754 24.8299 -9.7554
121.1781 24.8291 -9.7554
121.1809 24.8282 -9.7554
121.1837 24.8273 -9.7554
121.1866 24.8270 -9.7554
121.1896 24.8266 -9.7554
121.1925 24.8262 -9.7554
121.1955 24.8259 -9.7554
121.1984 24.8255 -9.7554
121.2014 24.8252 -9.7554
121.2043 24.8248 -9.7554
121.2073 24.8244 -9.7554
121.2102 24.8241 -9.7554
121.2132 24.8237 -9.7554
121.2161 24.8233 -9.7554
121.2191 24.8230 -9.7554
121.2220 24.8226 -9.7554
121.2250 24.8223 -9.7554
121.2279 24.8219 -9.7554
121.2309 24.8215 -9.7554
121.2338 24.8212 -9.7554
121.2368 24.8208 -9.7554
121.2397 24.8204 -9.7554
121.2427 24.8201 -9.7554
> Fengshan_hills
120.3265 22.6672 0.0224
120.3281 22.6649 0.0224
120.3298 22.6626 0.0224
120.3314 22.6602 0.0224
120.3331 22.6579 0.0224
120.3347 22.6555 0.0224
120.3364 22.6532 0.0224
120.3381 22.6508 0.0224
120.3397 22.6485 0.0224
120.3414 22.6462 0.0224
120.3430 22.6438 0.0224
120.3447 22.6415 0.0224
120.3463 22.6391 0.0224
120.3480 22.6368 0.0224
120.3497 22.6345 0.0224
120.3513 22.6321 0.0224
120.3530 22.6298 0.0224
120.3546 22.6274 0.0224
120.3563 22.6251 0.0224
120.3579 22.6228 0.0224
120.3596 22.6204 0.0224
120.3603 22.6176 0.0224
120.3611 22.6148 0.0224
120.3618 22.6121 0.0224
120.3626 22.6093 0.0224
120.3633 22.6065 0.0224
120.3641 22.6037 0.0224
120.3648 22.6009 0.0224
120.3656 22.5981 0.0224
120.3663 22.5953 0.0224
120.3670 22.5925 0.0224
120.3678 22.5898 0.0224
120.3685 22.5870 0.0224
120.3693 22.5842 0.0224
120.3700 22.5814 0.0224
120.3708 22.5786 0.0224
120.3715 22.5758 0.0224
120.3723 22.5730 0.0224
120.3730 22.5702 0.0224
120.3737 22.5675 0.0224
120.3745 22.5647 0.0224
120.3738 22.5620 0.0224
120.3730 22.5593 0.0224
120.3723 22.5566 0.0224
120.3716 22.5539 0.0224
120.3709 22.5512 0.0224
120.3701 22.5484 0.0224
120.3694 22.5457 0.0224
120.3687 22.5430 0.0224
120.3680 22.5403 0.0224
120.3672 22.5376 0.0224
120.3665 22.5349 0.0224
120.3658 22.5322 0.0224
120.3651 22.5295 0.0224
120.3643 22.5268 0.0224
120.3636 22.5241 0.0224
120.3629 22.5214 0.0224
120.3622 22.5187 0.0224
120.3614 22.5160 0.0224
120.3607 22.5133 0.0224
120.3600 22.5106 0.0224
> Gukeng
120.5693 23.6644 -4.9693
120.5727 23.6617 -4.9693
120.5761 23.6590 -4.9693
120.5795 23.6563 -4.9693
120.5829 23.6536 -4.9693
120.5863 23.6509 -4.9693
120.5898 23.6482 -4.9693
120.5932 23.6454 -4.9693
120.5966 23.6427 -4.9693
120.6000 23.6400 -4.9693
120.6034 23.6373 -4.9693
120.6068 23.6346 -4.9693
120.6103 23.6319 -4.9693
120.6137 23.6292 -4.9693
120.6171 23.6264 -4.9693
120.6205 23.6237 -4.9693
120.6239 23.6210 -4.9693
120.6273 23.6183 -4.9693
120.6308 23.6156 -4.9693
120.6342 23.6129 -4.9693
120.6376 23.6102 -4.9693
> Hengchun
120.7123 22.1151 0.0028
120.7132 22.1125 0.0028
120.7141 22.1099 0.0028
120.7150 22.1073 0.0028
120.7159 22.1047 0.0028
120.7168 22.1021 0.0028
120.7177 22.0995 0.0028
120.7186 22.0969 0.0028
120.7195 22.0944 0.0028
120.7204 22.0918 0.0028
120.7213 22.0892 0.0028
120.7222 22.0866 0.0028
120.7231 22.0840 0.0028
120.7240 22.0814 0.0028
120.7249 22.0788 0.0028
120.7258 22.0762 0.0028
120.7267 22.0736 0.0028
120.7276 22.0710 0.0028
120.7285 22.0685 0.0028
120.7294 22.0659 0.0028
120.7303 22.0633 0.0028
120.7313 22.0607 0.0028
120.7323 22.0582 0.0028
120.7333 22.0556 0.0028
120.7343 22.0531 0.0028
120.7353 22.0505 0.0028
120.7363 22.0480 0.0028
120.7373 22.0454 0.0028
120.7383 22.0429 0.0028
120.7392 22.0403 0.0028
120.7402 22.0378 0.0028
120.7412 22.0352 0.0028
120.7422 22.0327 0.0028
120.7432 22.0301 0.0028
120.7442 22.0276 0.0028
120.7452 22.0250 0.0028
120.7462 22.0225 0.0028
120.7472 22.0199 0.0028
120.7482 22.0174 0.0028
120.7491 22.0148 0.0028
120.7501 22.0123 0.0028
120.7508 22.0096 0.0028
120.7514 22.0070 0.0028
120.7520 22.0044 0.0028
120.7527 22.0017 0.0028
120.7533 21.9991 0.0028
120.7539 21.9965 0.0028
120.7546 21.9938 0.0028
120.7552 21.9912 0.0028
120.7559 21.9886 0.0028
120.7565 21.9859 0.0028
120.7571 21.9833 0.0028
120.7578 21.9806 0.0028
120.7584 21.9780 0.0028
120.7590 21.9754 0.0028
120.7597 21.9727 0.0028
120.7603 21.9701 0.0028
120.7609 21.9675 0.0028
120.7616 21.9648 0.0028
120.7622 21.9622 0.0028
120.7628 21.9596 0.0028
120.7646 21.9574 0.0028
120.7663 21.9553 0.0028
120.7680 21.9532 0.0028
120.7697 21.9510 0.0028
120.7715 21.9489 0.0028
120.7732 21.9468 0.0028
120.7749 21.9446 0.0028
120.7766 21.9425 0.0028
120.7784 21.9404 0.0028
120.7801 21.9383 0.0028
120.7818 21.9361 0.0028
120.7836 21.9340 0.0028
120.7853 21.9319 0.0028
120.7870 21.9297 0.0028
120.7887 21.9276 0.0028
120.7905 21.9255 0.0028
120.7922 21.9234 0.0028
120.7939 21.9212 0.0028
120.7956 21.9191 0.0028
120.7974 21.9170 0.0028
120.7986 21.9146 0.0028
120.7998 21.9123 0.0028
120.8010 21.9099 0.0028
120.8022 21.9076 0.0028
120.8035 21.9053 0.0028
120.8047 21.9029 0.0028
120.8059 21.9006 0.0028
120.8071 21.8982 0.0028
120.8083 21.8959 0.0028
120.8096 21.8935 0.0028
120.8108 21.8912 0.0028
120.8120 21.8889 0.0028
120.8132 21.8865 0.0028
120.8144 21.8842 0.0028
120.8157 21.8818 0.0028
120.8169 21.8795 0.0028
120.8181 21.8772 0.0028
120.8193 21.8748 0.0028
120.8205 21.8725 0.0028
120.8218 21.8701 0.0028
120.8233 21.8679 0.0028
120.8248 21.8657 0.0028
120.8263 21.8635 0.0028
120.8278 21.8613 0.0028
120.8293 21.8590 0.0028
120.8308 21.8568 0.0028
120.8323 21.8546 0.0028
120.8338 21.8524 0.0028
120.8353 21.8502 0.0028
120.8368 21.8480 0.0028
120.8383 21.8458 0.0028
120.8398 21.8435 0.0028
120.8414 21.8413 0.0028
120.8429 21.8391 0.0028
120.8444 21.8369 0.0028
120.8459 21.8347 0.0028
120.8474 21.8325 0.0028
120.8489 21.8302 0.0028
120.8504 21.8280 0.0028
120.8519 21.8258 0.0028
120.8535 21.8236 0.0028
120.8552 21.8214 0.0028
120.8568 21.8191 0.0028
120.8585 21.8169 0.0028
120.8601 21.8147 0.0028
120.8618 21.8124 0.0028
120.8634 21.8102 0.0028
120.8650 21.8080 0.0028
120.8667 21.8057 0.0028
120.8683 21.8035 0.0028
120.8700 21.8013 0.0028
120.8716 21.7991 0.0028
120.8732 21.7968 0.0028
120.8749 21.7946 0.0028
120.8765 21.7924 0.0028
120.8782 21.7901 0.0028
120.8798 21.7879 0.0028
120.8815 21.7857 0.0028
120.8831 21.7835 0.0028
120.8847 21.7812 0.0028
> Hengchun_offshore
120.6737 22.0779 0.1089
120.6740 22.0749 0.1089
120.6744 22.0720 0.1089
120.6747 22.0690 0.1089
120.6750 22.0660 0.1089
120.6753 22.0631 0.1089
120.6757 22.0601 0.1089
120.6760 22.0572 0.1089
120.6763 22.0542 0.1089
120.6767 22.0512 0.1089
120.6770 22.0483 0.1089
120.6773 22.0453 0.1089
120.6777 22.0423 0.1089
120.6780 22.0394 0.1089
120.6783 22.0364 0.1089
120.6787 22.0335 0.1089
120.6790 22.0305 0.1089
120.6793 22.0275 0.1089
120.6797 22.0246 0.1089
120.6800 22.0216 0.1089
120.6803 22.0187 0.1089
120.6815 22.0158 0.1089
120.6826 22.0130 0.1089
120.6837 22.0102 0.1089
120.6849 22.0074 0.1089
120.6860 22.0046 0.1089
120.6872 22.0018 0.1089
120.6883 21.9990 0.1089
120.6894 21.9962 0.1089
120.6906 21.9934 0.1089
120.6917 21.9905 0.1089
120.6929 21.9877 0.1089
120.6940 21.9849 0.1089
120.6951 21.9821 0.1089
120.6963 21.9793 0.1089
120.6974 21.9765 0.1089
120.6986 21.9737 0.1089
120.6997 21.9709 0.1089
120.7009 21.9681 0.1089
120.7020 21.9652 0.1089
120.7031 21.9624 0.1089
120.7031 21.9595 0.1089
120.7031 21.9566 0.1089
120.7030 21.9537 0.1089
120.7030 21.9507 0.1089
120.7030 21.9478 0.1089
120.7029 21.9449 0.1089
120.7029 21.9420 0.1089
120.7029 21.9390 0.1089
120.7028 21.9361 0.1089
120.7028 21.9332 0.1089
120.7028 21.9302 0.1089
120.7027 21.9273 0.1089
120.7027 21.9244 0.1089
120.7027 21.9215 0.1089
120.7026 21.9185 0.1089
120.7026 21.9156 0.1089
120.7026 21.9127 0.1089
120.7025 21.9098 0.1089
120.7025 21.9068 0.1089
120.7025 21.9039 0.1089
> Houchiali
120.2232 22.9327 -4.7912
120.2251 22.9378 -4.7912
120.2271 22.9428 -4.7912
120.2290 22.9479 -4.7912
120.2310 22.9530 -4.7912
120.2329 22.9581 -4.7912
120.2348 22.9631 -4.7912
120.2368 22.9682 -4.7912
120.2387 22.9733 -4.7912
120.2406 22.9784 -4.7912
120.2426 22.9834 -4.7912
120.2445 22.9885 -4.7912
120.2465 22.9936 -4.7912
120.2484 22.9987 -4.7912
120.2503 23.0037 -4.7912
120.2523 23.0088 -4.7912
120.2542 23.0139 -4.7912
120.2561 23.0190 -4.7912
120.2581 23.0240 -4.7912
120.2600 23.0291 -4.7912
120.2620 23.0342 -4.7912
> Hsiaokangshan
120.3446 22.8896 -19.5357
120.3432 22.8849 -19.5357
120.3418 22.8802 -19.5357
120.3403 22.8755 -19.5357
120.3389 22.8708 -19.5357
120.3375 22.8661 -19.5357
120.3360 22.8614 -19.5357
120.3346 22.8567 -19.5357
120.3332 22.8519 -19.5357
120.3317 22.8472 -19.5357
120.3303 22.8425 -19.5357
120.3289 22.8378 -19.5357
120.3274 22.8331 -19.5357
120.3260 22.8284 -19.5357
120.3246 22.8237 -19.5357
120.3231 22.8190 -19.5357
120.3217 22.8143 -19.5357
120.3203 22.8095 -19.5357
120.3188 22.8048 -19.5357
120.3174 22.8001 -19.5357
120.3160 22.7954 -19.5357
> Hsincheng
121.1723 24.7779 -2.9730
121.1697 24.7786 -2.9730
121.1670 24.7793 -2.9730
121.1644 24.7800 -2.9730
121.1617 24.7807 -2.9730
121.1591 24.7814 -2.9730
121.1564 24.7821 -2.9730
121.1538 24.7829 -2.9730
121.1512 24.7836 -2.9730
121.1485 24.7843 -2.9730
121.1459 24.7850 -2.9730
121.1432 24.7857 -2.9730
121.1406 24.7864 -2.9730
121.1379 24.7871 -2.9730
121.1353 24.7878 -2.9730
121.1326 24.7885 -2.9730
121.1300 24.7892 -2.9730
121.1273 24.7899 -2.9730
121.1247 24.7907 -2.9730
121.1220 24.7914 -2.9730
121.1194 24.7921 -2.9730
121.1166 24.7919 -2.9730
121.1138 24.7917 -2.9730
121.1110 24.7916 -2.9730
121.1082 24.7914 -2.9730
121.1054 24.7913 -2.9730
121.1026 24.7911 -2.9730
121.0998 24.7909 -2.9730
121.0970 24.7908 -2.9730
121.0942 24.7906 -2.9730
121.0914 24.7904 -2.9730
121.0886 24.7903 -2.9730
121.0859 24.7901 -2.9730
121.0831 24.7899 -2.9730
121.0803 24.7898 -2.9730
121.0775 24.7896 -2.9730
121.0747 24.7895 -2.9730
121.0719 24.7893 -2.9730
121.0691 24.7891 -2.9730
121.0663 24.7890 -2.9730
121.0635 24.7888 -2.9730
121.0610 24.7876 -2.9730
121.0585 24.7864 -2.9730
121.0561 24.7853 -2.9730
121.0536 24.7841 -2.9730
121.0511 24.7829 -2.9730
121.0486 24.7818 -2.9730
121.0462 24.7806 -2.9730
121.0437 24.7794 -2.9730
121.0412 24.7782 -2.9730
121.0387 24.7771 -2.9730
121.0362 24.7759 -2.9730
121.0338 24.7747 -2.9730
121.0313 24.7735 -2.9730
121.0288 24.7724 -2.9730
121.0263 24.7712 -2.9730
121.0239 24.7700 -2.9730
121.0214 24.7688 -2.9730
121.0189 24.7677 -2.9730
121.0164 24.7665 -2.9730
121.0140 24.7653 -2.9730
121.0117 24.7638 -2.9730
121.0095 24.7622 -2.9730
121.0073 24.7607 -2.9730
121.0050 24.7591 -2.9730
121.0028 24.7575 -2.9730
121.0005 24.7560 -2.9730
120.9983 24.7544 -2.9730
120.9961 24.7529 -2.9730
120.9938 24.7513 -2.9730
120.9916 24.7498 -2.9730
120.9894 24.7482 -2.9730
120.9871 24.7467 -2.9730
120.9849 24.7451 -2.9730
120.9827 24.7436 -2.9730
120.9804 24.7420 -2.9730
120.9782 24.7405 -2.9730
120.9759 24.7389 -2.9730
120.9737 24.7374 -2.9730
120.9715 24.7358 -2.9730
120.9692 24.7342 -2.9730
120.9674 24.7325 -2.9730
120.9655 24.7307 -2.9730
120.9636 24.7290 -2.9730
120.9618 24.7272 -2.9730
120.9599 24.7254 -2.9730
120.9580 24.7237 -2.9730
120.9562 24.7219 -2.9730
120.9543 24.7201 -2.9730
120.9524 24.7184 -2.9730
120.9506 24.7166 -2.9730
120.9487 24.7149 -2.9730
120.9469 24.7131 -2.9730
120.9450 24.7113 -2.9730
120.9431 24.7096 -2.9730
120.9413 24.7078 -2.9730
120.9394 24.7060 -2.9730
120.9375 24.7043 -2.9730
120.9357 24.7025 -2.9730
120.9338 24.7008 -2.9730
120.9319 24.6990 -2.9730
> Hsinchu
120.9219 24.7842 -2.9889
120.9253 24.7851 -2.9889
120.9288 24.7860 -2.9889
120.9322 24.7869 -2.9889
120.9356 24.7878 -2.9889
120.9390 24.7887 -2.9889
120.9424 24.7896 -2.9889
120.9458 24.7905 -2.9889
120.9492 24.7914 -2.9889
120.9526 24.7923 -2.9889
120.9560 24.7932 -2.9889
120.9594 24.7941 -2.9889
120.9628 24.7950 -2.9889
120.9663 24.7959 -2.9889
120.9697 24.7968 -2.9889
120.9731 24.7977 -2.9889
120.9765 24.7986 -2.9889
120.9799 24.7995 -2.9889
120.9833 24.8004 -2.9889
120.9867 24.8013 -2.9889
120.9901 24.8022 -2.9889
120.9936 24.8016 -2.9889
120.9971 24.8010 -2.9889
121.0006 24.8004 -2.9889
121.0041 24.7997 -2.9889
121.0076 24.7991 -2.9889
121.0110 24.7985 -2.9889
121.0145 24.7979 -2.9889
121.0180 24.7973 -2.9889
121.0215 24.7966 -2.9889
121.0250 24.7960 -2.9889
121.0285 24.7954 -2.9889
121.0320 24.7948 -2.9889
121.0355 24.7942 -2.9889
121.0389 24.7936 -2.9889
121.0424 24.7929 -2.9889
121.0459 24.7923 -2.9889
121.0494 24.7917 -2.9889
121.0529 24.7911 -2.9889
121.0564 24.7905 -2.9889
121.0599 24.7899 -2.9889
> Hsinchu_frontal
120.8633 24.6982 -1.1439
120.8662 24.7025 -1.1439
120.8691 24.7068 -1.1439
120.8720 24.7111 -1.1439
120.8750 24.7154 -1.1439
120.8779 24.7197 -1.1439
120.8808 24.7240 -1.1439
120.8837 24.7282 -1.1439
120.8866 24.7325 -1.1439
120.8896 24.7368 -1.1439
120.8925 24.7411 -1.1439
120.8954 24.7454 -1.1439
120.8983 24.7497 -1.1439
120.9012 24.7540 -1.1439
120.9042 24.7583 -1.1439
120.9071 24.7625 -1.1439
120.9100 24.7668 -1.1439
120.9129 24.7711 -1.1439
120.9158 24.7754 -1.1439
120.9188 24.7797 -1.1439
120.9217 24.7840 -1.1439
> Hsinhua
120.3684 23.0670 0.0064
120.3650 23.0662 0.0064
120.3615 23.0654 0.0064
120.3581 23.0646 0.0064
120.3547 23.0638 0.0064
120.3512 23.0630 0.0064
120.3478 23.0622 0.0064
120.3443 23.0614 0.0064
120.3409 23.0607 0.0064
120.3375 23.0599 0.0064
120.3340 23.0591 0.0064
120.3306 23.0583 0.0064
120.3271 23.0575 0.0064
120.3237 23.0567 0.0064
120.3203 23.0559 0.0064
120.3168 23.0551 0.0064
120.3134 23.0543 0.0064
120.3100 23.0535 0.0064
120.3065 23.0527 0.0064
120.3031 23.0520 0.0064
120.2996 23.0512 0.0064
120.2961 23.0507 0.0064
120.2925 23.0502 0.0064
120.2890 23.0497 0.0064
120.2854 23.0493 0.0064
120.2818 23.0488 0.0064
120.2783 23.0483 0.0064
120.2747 23.0478 0.0064
120.2712 23.0473 0.0064
120.2676 23.0469 0.0064
120.2640 23.0464 0.0064
120.2605 23.0459 0.0064
120.2569 23.0454 0.0064
120.2533 23.0450 0.0064
120.2498 23.0445 0.0064
120.2462 23.0440 0.0064
120.2427 23.0435 0.0064
120.2391 23.0430 0.0064
120.2355 23.0426 0.0064
120.2320 23.0421 0.0064
120.2284 23.0416 0.0064
> Hukou
121.0347 24.8591 -6.8090
121.0372 24.8603 -6.8090
121.0396 24.8616 -6.8090
121.0421 24.8629 -6.8090
121.0446 24.8642 -6.8090
121.0471 24.8654 -6.8090
121.0496 24.8667 -6.8090
121.0521 24.8680 -6.8090
121.0546 24.8693 -6.8090
121.0571 24.8706 -6.8090
121.0596 24.8718 -6.8090
121.0621 24.8731 -6.8090
121.0645 24.8744 -6.8090
121.0670 24.8757 -6.8090
121.0695 24.8769 -6.8090
121.0720 24.8782 -6.8090
121.0745 24.8795 -6.8090
121.0770 24.8808 -6.8090
121.0795 24.8820 -6.8090
121.0820 24.8833 -6.8090
121.0845 24.8846 -6.8090
121.0874 24.8852 -6.8090
121.0904 24.8858 -6.8090
121.0933 24.8864 -6.8090
121.0963 24.8871 -6.8090
121.0993 24.8877 -6.8090
121.1022 24.8883 -6.8090
121.1052 24.8889 -6.8090
121.1081 24.8895 -6.8090
121.1111 24.8902 -6.8090
121.1140 24.8908 -6.8090
121.1170 24.8914 -6.8090
121.1200 24.8920 -6.8090
121.1229 24.8926 -6.8090
121.1259 24.8932 -6.8090
121.1288 24.8939 -6.8090
121.1318 24.8945 -6.8090
121.1348 24.8951 -6.8090
121.1377 24.8957 -6.8090
121.1407 24.8963 -6.8090
121.1436 24.8969 -6.8090
121.1467 24.8974 -6.8090
121.1497 24.8979 -6.8090
121.1528 24.8984 -6.8090
121.1559 24.8989 -6.8090
121.1589 24.8994 -6.8090
121.1620 24.8998 -6.8090
121.1650 24.9003 -6.8090
121.1681 24.9008 -6.8090
121.1711 24.9013 -6.8090
121.1742 24.9018 -6.8090
121.1773 24.9022 -6.8090
121.1803 24.9027 -6.8090
121.1834 24.9032 -6.8090
121.1864 24.9037 -6.8090
121.1895 24.9042 -6.8090
121.1926 24.9047 -6.8090
121.1956 24.9051 -6.8090
121.1987 24.9056 -6.8090
121.2017 24.9061 -6.8090
121.2048 24.9066 -6.8090
121.2079 24.9063 -6.8090
121.2110 24.9061 -6.8090
121.2141 24.9059 -6.8090
121.2173 24.9056 -6.8090
121.2204 24.9054 -6.8090
121.2235 24.9052 -6.8090
121.2266 24.9049 -6.8090
121.2298 24.9047 -6.8090
121.2329 24.9045 -6.8090
121.2360 24.9042 -6.8090
121.2391 24.9040 -6.8090
121.2422 24.9037 -6.8090
121.2454 24.9035 -6.8090
121.2485 24.9033 -6.8090
121.2516 24.9030 -6.8090
121.2547 24.9028 -6.8090
121.2578 24.9026 -6.8090
121.2610 24.9023 -6.8090
121.2641 24.9021 -6.8090
121.2672 24.9018 -6.8090
> Kaoping
120.4790 22.8930 -3.5802
120.4782 22.8907 -3.5802
120.4775 22.8884 -3.5802
120.4767 22.8861 -3.5802
120.4759 22.8838 -3.5802
120.4751 22.8814 -3.5802
120.4743 22.8791 -3.5802
120.4735 22.8768 -3.5802
120.4727 22.8745 -3.5802
120.4720 22.8722 -3.5802
120.4712 22.8699 -3.5802
120.4704 22.8676 -3.5802
120.4696 22.8652 -3.5802
120.4688 22.8629 -3.5802
120.4680 22.8606 -3.5802
120.4672 22.8583 -3.5802
120.4665 22.8560 -3.5802
120.4657 22.8537 -3.5802
120.4649 22.8514 -3.5802
120.4641 22.8490 -3.5802
120.4633 22.8467 -3.5802
120.4630 22.8443 -3.5802
120.4628 22.8418 -3.5802
120.4625 22.8394 -3.5802
120.4623 22.8369 -3.5802
120.4620 22.8345 -3.5802
120.4617 22.8320 -3.5802
120.4615 22.8296 -3.5802
120.4612 22.8271 -3.5802
120.4609 22.8247 -3.5802
120.4607 22.8222 -3.5802
120.4604 22.8198 -3.5802
120.4602 22.8173 -3.5802
120.4599 22.8148 -3.5802
120.4596 22.8124 -3.5802
120.4594 22.8099 -3.5802
120.4591 22.8075 -3.5802
120.4588 22.8050 -3.5802
120.4586 22.8026 -3.5802
120.4583 22.8001 -3.5802
120.4581 22.7977 -3.5802
120.4575 22.7953 -3.5802
120.4570 22.7928 -3.5802
120.4564 22.7904 -3.5802
120.4559 22.7880 -3.5802
120.4553 22.7856 -3.5802
120.4547 22.7832 -3.5802
120.4542 22.7808 -3.5802
120.4536 22.7783 -3.5802
120.4531 22.7759 -3.5802
120.4525 22.7735 -3.5802
120.4520 22.7711 -3.5802
120.4514 22.7687 -3.5802
