> CRF
121.1393 24.8412 1.8145
121.1420 24.8403 1.8145
121.1448 24.8394 1.8145
121.1476 24.8386 1.8145
121.1504 24.8377 1.8145
121.1532 24.8368 1.8145
121.1559 24.8360 1.8145
121.1587 24.8351 1.8145
121.1615 24.8342 1.8145
121.1643 24.8334 1.8145
121.1670 24.8325 1.8145
121.1698 24.8317 1.8145
121.1726 24.8308 1.8145
121.1754 24.8299 1.8145
121.1781 24.8291 1.8145
121.1809 24.8282 1.8145
121.1837 24.8273 1.8145
121.1866 24.8270 1.8145
121.1896 24.8266 1.8145
121.1925 24.8262 1.8145
121.1955 24.8259 1.8145
121.1984 24.8255 1.8145
121.2014 24.8252 1.8145
121.2043 24.8248 1.8145
121.2073 24.8244 1.8145
121.2102 24.8241 1.8145
121.2132 24.8237 1.8145
121.2161 24.8233 1.8145
121.2191 24.8230 1.8145
121.2220 24.8226 1.8145
121.2250 24.8223 1.8145
121.2279 24.8219 1.8145
121.2309 24.8215 1.8145
121.2338 24.8212 1.8145
121.2368 24.8208 1.8145
121.2397 24.8204 1.8145
121.2427 24.8201 1.8145
> Fengshan_hills
120.3265 22.6672 6.3512
120.3281 22.6649 6.3512
120.3298 22.6626 6.3512
120.3314 22.6602 6.3512
120.3331 22.6579 6.3512
120.3347 22.6555 6.3512
120.3364 22.6532 6.3512
120.3381 22.6508 6.3512
120.3397 22.6485 6.3512
120.3414 22.6462 6.3512
120.3430 22.6438 6.3512
120.3447 22.6415 6.3512
120.3463 22.6391 6.3512
120.3480 22.6368 6.3512
120.3497 22.6345 6.3512
120.3513 22.6321 6.3512
120.3530 22.6298 6.3512
120.3546 22.6274 6.3512
120.3563 22.6251 6.3512
120.3579 22.6228 6.3512
120.3596 22.6204 6.3512
120.3603 22.6176 6.3512
120.3611 22.6148 6.3512
120.3618 22.6121 6.3512
120.3626 22.6093 6.3512
120.3633 22.6065 6.3512
120.3641 22.6037 6.3512
120.3648 22.6009 6.3512
120.3656 22.5981 6.3512
120.3663 22.5953 6.3512
120.3670 22.5925 6.3512
120.3678 22.5898 6.3512
120.3685 22.5870 6.3512
120.3693 22.5842 6.3512
120.3700 22.5814 6.3512
120.3708 22.5786 6.3512
120.3715 22.5758 6.3512
120.3723 22.5730 6.3512
120.3730 22.5702 6.3512
120.3737 22.5675 6.3512
120.3745 22.5647 6.3512
120.3738 22.5620 6.3512
120.3730 22.5593 6.3512
120.3723 22.5566 6.3512
120.3716 22.5539 6.3512
120.3709 22.5512 6.3512
120.3701 22.5484 6.3512
120.3694 22.5457 6.3512
120.3687 22.5430 6.3512
120.3680 22.5403 6.3512
120.3672 22.5376 6.3512
120.3665 22.5349 6.3512
120.3658 22.5322 6.3512
120.3651 22.5295 6.3512
120.3643 22.5268 6.3512
120.3636 22.5241 6.3512
120.3629 22.5214 6.3512
120.3622 22.5187 6.3512
120.3614 22.5160 6.3512
120.3607 22.5133 6.3512
120.3600 22.5106 6.3512
> Gukeng
120.5693 23.6644 12.4890
120.5727 23.6617 12.4890
120.5761 23.6590 12.4890
120.5795 23.6563 12.4890
120.5829 23.6536 12.4890
120.5863 23.6509 12.4890
120.5898 23.6482 12.4890
120.5932 23.6454 12.4890
120.5966 23.6427 12.4890
120.6000 23.6400 12.4890
120.6034 23.6373 12.4890
120.6068 23.6346 12.4890
120.6103 23.6319 12.4890
120.6137 23.6292 12.4890
120.6171 23.6264 12.4890
120.6205 23.6237 12.4890
120.6239 23.6210 12.4890
120.6273 23.6183 12.4890
120.6308 23.6156 12.4890
120.6342 23.6129 12.4890
120.6376 23.6102 12.4890
> Hengchun
120.7123 22.1151 2.9511
120.7132 22.1125 2.9511
120.7141 22.1099 2.9511
120.7150 22.1073 2.9511
120.7159 22.1047 2.9511
120.7168 22.1021 2.9511
120.7177 22.0995 2.9511
120.7186 22.0969 2.9511
120.7195 22.0944 2.9511
120.7204 22.0918 2.9511
120.7213 22.0892 2.9511
120.7222 22.0866 2.9511
120.7231 22.0840 2.9511
120.7240 22.0814 2.9511
120.7249 22.0788 2.9511
120.7258 22.0762 2.9511
120.7267 22.0736 2.9511
120.7276 22.0710 2.9511
120.7285 22.0685 2.9511
120.7294 22.0659 2.9511
120.7303 22.0633 2.9511
120.7313 22.0607 2.9511
120.7323 22.0582 2.9511
120.7333 22.0556 2.9511
120.7343 22.0531 2.9511
120.7353 22.0505 2.9511
120.7363 22.0480 2.9511
120.7373 22.0454 2.9511
120.7383 22.0429 2.9511
120.7392 22.0403 2.9511
120.7402 22.0378 2.9511
120.7412 22.0352 2.9511
120.7422 22.0327 2.9511
120.7432 22.0301 2.9511
120.7442 22.0276 2.9511
120.7452 22.0250 2.9511
120.7462 22.0225 2.9511
120.7472 22.0199 2.9511
120.7482 22.0174 2.9511
120.7491 22.0148 2.9511
120.7501 22.0123 2.9511
120.7508 22.0096 2.9511
120.7514 22.0070 2.9511
120.7520 22.0044 2.9511
120.7527 22.0017 2.9511
120.7533 21.9991 2.9511
120.7539 21.9965 2.9511
120.7546 21.9938 2.9511
120.7552 21.9912 2.9511
120.7559 21.9886 2.9511
120.7565 21.9859 2.9511
120.7571 21.9833 2.9511
120.7578 21.9806 2.9511
120.7584 21.9780 2.9511
120.7590 21.9754 2.9511
120.7597 21.9727 2.9511
120.7603 21.9701 2.9511
120.7609 21.9675 2.9511
120.7616 21.9648 2.9511
120.7622 21.9622 2.9511
120.7628 21.9596 2.9511
120.7646 21.9574 2.9511
120.7663 21.9553 2.9511
120.7680 21.9532 2.9511
120.7697 21.9510 2.9511
120.7715 21.9489 2.9511
120.7732 21.9468 2.9511
120.7749 21.9446 2.9511
120.7766 21.9425 2.9511
120.7784 21.9404 2.9511
120.7801 21.9383 2.9511
120.7818 21.9361 2.9511
120.7836 21.9340 2.9511
120.7853 21.9319 2.9511
120.7870 21.9297 2.9511
120.7887 21.9276 2.9511
120.7905 21.9255 2.9511
120.7922 21.9234 2.9511
120.7939 21.9212 2.9511
120.7956 21.9191 2.9511
120.7974 21.9170 2.9511
120.7986 21.9146 2.9511
120.7998 21.9123 2.9511
120.8010 21.9099 2.9511
120.8022 21.9076 2.9511
120.8035 21.9053 2.9511
120.8047 21.9029 2.9511
120.8059 21.9006 2.9511
120.8071 21.8982 2.9511
120.8083 21.8959 2.9511
120.8096 21.8935 2.9511
120.8108 21.8912 2.9511
120.8120 21.8889 2.9511
120.8132 21.8865 2.9511
120.8144 21.8842 2.9511
120.8157 21.8818 2.9511
120.8169 21.8795 2.9511
120.8181 21.8772 2.9511
120.8193 21.8748 2.9511
120.8205 21.8725 2.9511
120.8218 21.8701 2.9511
120.8233 21.8679 2.9511
120.8248 21.8657 2.9511
120.8263 21.8635 2.9511
120.8278 21.8613 2.9511
120.8293 21.8590 2.9511
120.8308 21.8568 2.9511
120.8323 21.8546 2.9511
120.8338 21.8524 2.9511
120.8353 21.8502 2.9511
120.8368 21.8480 2.9511
120.8383 21.8458 2.9511
120.8398 21.8435 2.9511
120.8414 21.8413 2.9511
120.8429 21.8391 2.9511
120.8444 21.8369 2.9511
120.8459 21.8347 2.9511
120.8474 21.8325 2.9511
120.8489 21.8302 2.9511
120.8504 21.8280 2.9511
120.8519 21.8258 2.9511
120.8535 21.8236 2.9511
120.8552 21.8214 2.9511
120.8568 21.8191 2.9511
120.8585 21.8169 2.9511
120.8601 21.8147 2.9511
120.8618 21.8124 2.9511
120.8634 21.8102 2.9511
120.8650 21.8080 2.9511
120.8667 21.8057 2.9511
120.8683 21.8035 2.9511
120.8700 21.8013 2.9511
120.8716 21.7991 2.9511
120.8732 21.7968 2.9511
120.8749 21.7946 2.9511
120.8765 21.7924 2.9511
120.8782 21.7901 2.9511
120.8798 21.7879 2.9511
120.8815 21.7857 2.9511
120.8831 21.7835 2.9511
120.8847 21.7812 2.9511
> Hengchun_offshore
120.6737 22.0779 22.1739
120.6740 22.0749 22.1739
120.6744 22.0720 22.1739
120.6747 22.0690 22.1739
120.6750 22.0660 22.1739
120.6753 22.0631 22.1739
120.6757 22.0601 22.1739
120.6760 22.0572 22.1739
120.6763 22.0542 22.1739
120.6767 22.0512 22.1739
120.6770 22.0483 22.1739
120.6773 22.0453 22.1739
120.6777 22.0423 22.1739
120.6780 22.0394 22.1739
120.6783 22.0364 22.1739
120.6787 22.0335 22.1739
120.6790 22.0305 22.1739
120.6793 22.0275 22.1739
120.6797 22.0246 22.1739
120.6800 22.0216 22.1739
120.6803 22.0187 22.1739
120.6815 22.0158 22.1739
120.6826 22.0130 22.1739
120.6837 22.0102 22.1739
120.6849 22.0074 22.1739
120.6860 22.0046 22.1739
120.6872 22.0018 22.1739
120.6883 21.9990 22.1739
120.6894 21.9962 22.1739
120.6906 21.9934 22.1739
120.6917 21.9905 22.1739
120.6929 21.9877 22.1739
120.6940 21.9849 22.1739
120.6951 21.9821 22.1739
120.6963 21.9793 22.1739
120.6974 21.9765 22.1739
120.6986 21.9737 22.1739
120.6997 21.9709 22.1739
120.7009 21.9681 22.1739
120.7020 21.9652 22.1739
120.7031 21.9624 22.1739
120.7031 21.9595 22.1739
120.7031 21.9566 22.1739
120.7030 21.9537 22.1739
120.7030 21.9507 22.1739
120.7030 21.9478 22.1739
120.7029 21.9449 22.1739
120.7029 21.9420 22.1739
120.7029 21.9390 22.1739
120.7028 21.9361 22.1739
120.7028 21.9332 22.1739
120.7028 21.9302 22.1739
120.7027 21.9273 22.1739
120.7027 21.9244 22.1739
120.7027 21.9215 22.1739
120.7026 21.9185 22.1739
120.7026 21.9156 22.1739
120.7026 21.9127 22.1739
120.7025 21.9098 22.1739
120.7025 21.9068 22.1739
120.7025 21.9039 22.1739
> Houchiali
120.2232 22.9327 5.0436
120.2251 22.9378 5.0436
120.2271 22.9428 5.0436
120.2290 22.9479 5.0436
120.2310 22.9530 5.0436
120.2329 22.9581 5.0436
120.2348 22.9631 5.0436
120.2368 22.9682 5.0436
120.2387 22.9733 5.0436
120.2406 22.9784 5.0436
120.2426 22.9834 5.0436
120.2445 22.9885 5.0436
120.2465 22.9936 5.0436
120.2484 22.9987 5.0436
120.2503 23.0037 5.0436
120.2523 23.0088 5.0436
120.2542 23.0139 5.0436
120.2561 23.0190 5.0436
120.2581 23.0240 5.0436
120.2600 23.0291 5.0436
120.2620 23.0342 5.0436
> Hsiaokangshan
120.3446 22.8896 13.7661
120.3432 22.8849 13.7661
120.3418 22.8802 13.7661
120.3403 22.8755 13.7661
120.3389 22.8708 13.7661
120.3375 22.8661 13.7661
120.3360 22.8614 13.7661
120.3346 22.8567 13.7661
120.3332 22.8519 13.7661
120.3317 22.8472 13.7661
120.3303 22.8425 13.7661
120.3289 22.8378 13.7661
120.3274 22.8331 13.7661
120.3260 22.8284 13.7661
120.3246 22.8237 13.7661
120.3231 22.8190 13.7661
120.3217 22.8143 13.7661
120.3203 22.8095 13.7661
120.3188 22.8048 13.7661
120.3174 22.8001 13.7661
120.3160 22.7954 13.7661
> Hsincheng
121.1723 24.7779 0.3969
121.1697 24.7786 0.3969
121.1670 24.7793 0.3969
121.1644 24.7800 0.3969
121.1617 24.7807 0.3969
121.1591 24.7814 0.3969
121.1564 24.7821 0.3969
121.1538 24.7829 0.3969
121.1512 24.7836 0.3969
121.1485 24.7843 0.3969
121.1459 24.7850 0.3969
121.1432 24.7857 0.3969
121.1406 24.7864 0.3969
121.1379 24.7871 0.3969
121.1353 24.7878 0.3969
121.1326 24.7885 0.3969
121.1300 24.7892 0.3969
121.1273 24.7899 0.3969
121.1247 24.7907 0.3969
121.1220 24.7914 0.3969
121.1194 24.7921 0.3969
121.1166 24.7919 0.3969
121.1138 24.7917 0.3969
121.1110 24.7916 0.3969
121.1082 24.7914 0.3969
121.1054 24.7913 0.3969
121.1026 24.7911 0.3969
121.0998 24.7909 0.3969
121.0970 24.7908 0.3969
121.0942 24.7906 0.3969
121.0914 24.7904 0.3969
121.0886 24.7903 0.3969
121.0859 24.7901 0.3969
121.0831 24.7899 0.3969
121.0803 24.7898 0.3969
121.0775 24.7896 0.3969
121.0747 24.7895 0.3969
121.0719 24.7893 0.3969
121.0691 24.7891 0.3969
121.0663 24.7890 0.3969
121.0635 24.7888 0.3969
121.0610 24.7876 0.3969
121.0585 24.7864 0.3969
121.0561 24.7853 0.3969
121.0536 24.7841 0.3969
121.0511 24.7829 0.3969
121.0486 24.7818 0.3969
121.0462 24.7806 0.3969
121.0437 24.7794 0.3969
121.0412 24.7782 0.3969
121.0387 24.7771 0.3969
121.0362 24.7759 0.3969
121.0338 24.7747 0.3969
121.0313 24.7735 0.3969
121.0288 24.7724 0.3969
121.0263 24.7712 0.3969
121.0239 24.7700 0.3969
121.0214 24.7688 0.3969
121.0189 24.7677 0.3969
121.0164 24.7665 0.3969
121.0140 24.7653 0.3969
121.0117 24.7638 0.3969
121.0095 24.7622 0.3969
121.0073 24.7607 0.3969
121.0050 24.7591 0.3969
121.0028 24.7575 0.3969
121.0005 24.7560 0.3969
120.9983 24.7544 0.3969
120.9961 24.7529 0.3969
120.9938 24.7513 0.3969
120.9916 24.7498 0.3969
120.9894 24.7482 0.3969
120.9871 24.7467 0.3969
120.9849 24.7451 0.3969
120.9827 24.7436 0.3969
120.9804 24.7420 0.3969
120.9782 24.7405 0.3969
120.9759 24.7389 0.3969
120.9737 24.7374 0.3969
120.9715 24.7358 0.3969
120.9692 24.7342 0.3969
120.9674 24.7325 0.3969
120.9655 24.7307 0.3969
120.9636 24.7290 0.3969
120.9618 24.7272 0.3969
120.9599 24.7254 0.3969
120.9580 24.7237 0.3969
120.9562 24.7219 0.3969
120.9543 24.7201 0.3969
120.9524 24.7184 0.3969
120.9506 24.7166 0.3969
120.9487 24.7149 0.3969
120.9469 24.7131 0.3969
120.9450 24.7113 0.3969
120.9431 24.7096 0.3969
120.9413 24.7078 0.3969
120.9394 24.7060 0.3969
120.9375 24.7043 0.3969
120.9357 24.7025 0.3969
120.9338 24.7008 0.3969
120.9319 24.6990 0.3969
> Hsinchu
120.9219 24.7842 0.2257
120.9253 24.7851 0.2257
120.9288 24.7860 0.2257
120.9322 24.7869 0.2257
120.9356 24.7878 0.2257
120.9390 24.7887 0.2257
120.9424 24.7896 0.2257
120.9458 24.7905 0.2257
120.9492 24.7914 0.2257
120.9526 24.7923 0.2257
120.9560 24.7932 0.2257
120.9594 24.7941 0.2257
120.9628 24.7950 0.2257
120.9663 24.7959 0.2257
120.9697 24.7968 0.2257
120.9731 24.7977 0.2257
120.9765 24.7986 0.2257
120.9799 24.7995 0.2257
120.9833 24.8004 0.2257
120.9867 24.8013 0.2257
120.9901 24.8022 0.2257
120.9936 24.8016 0.2257
120.9971 24.8010 0.2257
121.0006 24.8004 0.2257
121.0041 24.7997 0.2257
121.0076 24.7991 0.2257
121.0110 24.7985 0.2257
121.0145 24.7979 0.2257
121.0180 24.7973 0.2257
121.0215 24.7966 0.2257
121.0250 24.7960 0.2257
121.0285 24.7954 0.2257
121.0320 24.7948 0.2257
121.0355 24.7942 0.2257
121.0389 24.7936 0.2257
121.0424 24.7929 0.2257
121.0459 24.7923 0.2257
121.0494 24.7917 0.2257
121.0529 24.7911 0.2257
121.0564 24.7905 0.2257
121.0599 24.7899 0.2257
> Hsinchu_frontal
120.8633 24.6982 9.4769
120.8662 24.7025 9.4769
120.8691 24.7068 9.4769
120.8720 24.7111 9.4769
120.8750 24.7154 9.4769
120.8779 24.7197 9.4769
120.8808 24.7240 9.4769
120.8837 24.7282 9.4769
120.8866 24.7325 9.4769
120.8896 24.7368 9.4769
120.8925 24.7411 9.4769
120.8954 24.7454 9.4769
120.8983 24.7497 9.4769
120.9012 24.7540 9.4769
120.9042 24.7583 9.4769
120.9071 24.7625 9.4769
120.9100 24.7668 9.4769
120.9129 24.7711 9.4769
120.9158 24.7754 9.4769
120.9188 24.7797 9.4769
120.9217 24.7840 9.4769
> Hsinhua
120.3684 23.0670 0.8067
120.3650 23.0662 0.8067
120.3615 23.0654 0.8067
120.3581 23.0646 0.8067
120.3547 23.0638 0.8067
120.3512 23.0630 0.8067
120.3478 23.0622 0.8067
120.3443 23.0614 0.8067
120.3409 23.0607 0.8067
120.3375 23.0599 0.8067
120.3340 23.0591 0.8067
120.3306 23.0583 0.8067
120.3271 23.0575 0.8067
120.3237 23.0567 0.8067
120.3203 23.0559 0.8067
120.3168 23.0551 0.8067
120.3134 23.0543 0.8067
120.3100 23.0535 0.8067
120.3065 23.0527 0.8067
120.3031 23.0520 0.8067
120.2996 23.0512 0.8067
120.2961 23.0507 0.8067
120.2925 23.0502 0.8067
120.2890 23.0497 0.8067
120.2854 23.0493 0.8067
120.2818 23.0488 0.8067
120.2783 23.0483 0.8067
120.2747 23.0478 0.8067
120.2712 23.0473 0.8067
120.2676 23.0469 0.8067
120.2640 23.0464 0.8067
120.2605 23.0459 0.8067
120.2569 23.0454 0.8067
120.2533 23.0450 0.8067
120.2498 23.0445 0.8067
120.2462 23.0440 0.8067
120.2427 23.0435 0.8067
120.2391 23.0430 0.8067
120.2355 23.0426 0.8067
120.2320 23.0421 0.8067
120.2284 23.0416 0.8067
> Hukou
121.0347 24.8591 0.3892
121.0372 24.8603 0.3892
121.0396 24.8616 0.3892
121.0421 24.8629 0.3892
121.0446 24.8642 0.3892
121.0471 24.8654 0.3892
121.0496 24.8667 0.3892
121.0521 24.8680 0.3892
121.0546 24.8693 0.3892
121.0571 24.8706 0.3892
121.0596 24.8718 0.3892
121.0621 24.8731 0.3892
121.0645 24.8744 0.3892
121.0670 24.8757 0.3892
121.0695 24.8769 0.3892
121.0720 24.8782 0.3892
121.0745 24.8795 0.3892
121.0770 24.8808 0.3892
121.0795 24.8820 0.3892
121.0820 24.8833 0.3892
121.0845 24.8846 0.3892
121.0874 24.8852 0.3892
121.0904 24.8858 0.3892
121.0933 24.8864 0.3892
121.0963 24.8871 0.3892
121.0993 24.8877 0.3892
121.1022 24.8883 0.3892
121.1052 24.8889 0.3892
121.1081 24.8895 0.3892
121.1111 24.8902 0.3892
121.1140 24.8908 0.3892
121.1170 24.8914 0.3892
121.1200 24.8920 0.3892
121.1229 24.8926 0.3892
121.1259 24.8932 0.3892
121.1288 24.8939 0.3892
121.1318 24.8945 0.3892
121.1348 24.8951 0.3892
121.1377 24.8957 0.3892
121.1407 24.8963 0.3892
121.1436 24.8969 0.3892
121.1467 24.8974 0.3892
121.1497 24.8979 0.3892
121.1528 24.8984 0.3892
121.1559 24.8989 0.3892
121.1589 24.8994 0.3892
121.1620 24.8998 0.3892
121.1650 24.9003 0.3892
121.1681 24.9008 0.3892
121.1711 24.9013 0.3892
121.1742 24.9018 0.3892
121.1773 24.9022 0.3892
121.1803 24.9027 0.3892
121.1834 24.9032 0.3892
121.1864 24.9037 0.3892
121.1895 24.9042 0.3892
121.1926 24.9047 0.3892
121.1956 24.9051 0.3892
121.1987 24.9056 0.3892
121.2017 24.9061 0.3892
121.2048 24.9066 0.3892
121.2079 24.9063 0.3892
121.2110 24.9061 0.3892
121.2141 24.9059 0.3892
121.2173 24.9056 0.3892
121.2204 24.9054 0.3892
121.2235 24.9052 0.3892
121.2266 24.9049 0.3892
121.2298 24.9047 0.3892
121.2329 24.9045 0.3892
121.2360 24.9042 0.3892
121.2391 24.9040 0.3892
121.2422 24.9037 0.3892
121.2454 24.9035 0.3892
121.2485 24.9033 0.3892
121.2516 24.9030 0.3892
121.2547 24.9028 0.3892
121.2578 24.9026 0.3892
121.2610 24.9023 0.3892
121.2641 24.9021 0.3892
121.2672 24.9018 0.3892
> Kaoping
120.4790 22.8930 14.9908
120.4782 22.8907 14.9908
120.4775 22.8884 14.9908
120.4767 22.8861 14.9908
120.4759 22.8838 14.9908
120.4751 22.8814 14.9908
120.4743 22.8791 14.9908
120.4735 22.8768 14.9908
120.4727 22.8745 14.9908
120.4720 22.8722 14.9908
120.4712 22.8699 14.9908
120.4704 22.8676 14.9908
120.4696 22.8652 14.9908
120.4688 22.8629 14.9908
120.4680 22.8606 14.9908
120.4672 22.8583 14.9908
120.4665 22.8560 14.9908
120.4657 22.8537 14.9908
120.4649 22.8514 14.9908
120.4641 22.8490 14.9908
120.4633 22.8467 14.9908
120.4630 22.8443 14.9908
120.4628 22.8418 14.9908
120.4625 22.8394 14.9908
120.4623 22.8369 14.9908
120.4620 22.8345 14.9908
120.4617 22.8320 14.9908
120.4615 22.8296 14.9908
120.4612 22.8271 14.9908
120.4609 22.8247 14.9908
120.4607 22.8222 14.9908
120.4604 22.8198 14.9908
120.4602 22.8173 14.9908
120.4599 22.8148 14.9908
120.4596 22.8124 14.9908
120.4594 22.8099 14.9908
120.4591 22.8075 14.9908
120.4588 22.8050 14.9908
120.4586 22.8026 14.9908
120.4583 22.8001 14.9908
120.4581 22.7977 14.9908
120.4575 22.7953 14.9908
120.4570 22.7928 14.9908
120.4564 22.7904 14.9908
120.4559 22.7880 14.9908
120.4553 22.7856 14.9908
120.4547 22.7832 14.9908
120.4542 22.7808 14.9908
120.4536 22.7783 14.9908
120.4531 22.7759 14.9908
120.4525 22.7735 14.9908
120.4520 22.7711 14.9908
120.4514 22.7687 14.9908
120.4509 22.7663 14.9908
120.4503 22.7638 14.9908
120.4498 22.7614 14.9908
120.4492 22.7590 14.9908
120.4487 22.7566 14.9908
120.4481 22.7542 14.9908
120.4476 22.7517 14.9908
120.4470 22.7493 14.9908
120.4463 22.7469 14.9908
120.4457 22.7445 14.9908
120.4450 22.7421 14.9908
120.4443 22.7397 14.9908
120.4436 22.7373 14.9908
120.4429 22.7349 14.9908
120.4423 22.7325 14.9908
120.4416 22.7301 14.9908
120.4409 22.7277 14.9908
120.4402 22.7252 14.9908
120.4395 22.7228 14.9908
120.4388 22.7204 14.9908
120.4382 22.7180 14.9908
120.4375 22.7156 14.9908
120.4368 22.7132 14.9908
120.4361 22.7108 14.9908
120.4354 22.7084 14.9908
120.4348 22.7060 14.9908
120.4341 22.7036 14.9908
120.4334 22.7012 14.9908
120.4331 22.6987 14.9908
120.4328 22.6962 14.9908
120.4325 22.6938 14.9908
120.4322 22.6913 14.9908
120.4319 22.6888 14.9908
120.4316 22.6864 14.9908
120.4313 22.6839 14.9908
120.4309 22.6814 14.9908
120.4306 22.6790 14.9908
120.4303 22.6765 14.9908
120.4300 22.6740 14.9908
120.4297 22.6716 14.9908
120.4294 22.6691 14.9908
120.4291 22.6666 14.9908
120.4288 22.6642 14.9908
120.4285 22.6617 14.9908
120.4282 22.6592 14.9908
120.4279 22.6568 14.9908
120.4276 22.6543 14.9908
120.4273 22.6518 14.9908
120.4270 22.6493 14.9908
120.4267 22.6468 14.9908
120.4264 22.6443 14.9908
120.4262 22.6418 14.9908
120.4259 22.6393 14.9908
120.4256 22.6368 14.9908
120.4253 22.6343 14.9908
120.4251 22.6318 14.9908
120.4248 22.6293 14.9908
120.4245 22.6268 14.9908
120.4242 22.6243 14.9908
120.4240 22.6218 14.9908
120.4237 22.6193 14.9908
120.4234 22.6168 14.9908
120.4231 22.6143 14.9908
120.4229 22.6118 14.9908
120.4226 22.6093 14.9908
120.4223 22.6068 14.9908
120.4220 22.6043 14.9908
120.4218 22.6018 14.9908
> LVF
121.6104 23.9410 5.1273
121.6092 23.9391 5.2151
121.6080 23.9371 5.3028
121.6067 23.9352 5.3905
121.6055 23.9332 5.4783
121.6043 23.9313 5.5660
121.6030 23.9293 5.6537
121.6018 23.9274 5.7415
121.6005 23.9254 5.8292
121.5993 23.9235 5.9170
121.5981 23.9215 6.0047
121.5968 23.9196 6.0924
121.5956 23.9176 6.1802
121.5943 23.9157 6.2679
121.5931 23.9137 6.3556
121.5919 23.9118 6.4434
121.5906 23.9098 6.5311
121.5894 23.9079 6.6189
121.5882 23.9059 6.7066
121.5869 23.9040 6.7943
121.5857 23.9020 6.8821
121.5839 23.9004 7.0059
121.5822 23.8988 7.1297
121.5805 23.8972 7.2535
121.5787 23.8957 7.3773
121.5770 23.8941 7.5011
121.5752 23.8925 7.6249
121.5735 23.8909 7.7487
121.5718 23.8893 7.8725
121.5700 23.8877 7.9963
121.5683 23.8861 8.1201
121.5665 23.8845 8.2439
121.5648 23.8830 8.3677
121.5630 23.8814 8.4915
121.5613 23.8798 8.6154
121.5596 23.8782 8.7392
121.5578 23.8766 8.8630
121.5561 23.8750 8.9868
121.5543 23.8734 9.1106
121.5526 23.8719 9.2344
121.5509 23.8703 9.3582
121.5497 23.8683 9.4377
121.5486 23.8664 9.5172
121.5475 23.8645 9.5967
121.5464 23.8625 9.6762
121.5453 23.8606 9.7557
121.5441 23.8586 9.8352
121.5430 23.8567 9.9147
121.5419 23.8548 9.9942
121.5408 23.8528 10.0737
121.5396 23.8509 10.1532
121.5385 23.8490 10.2327
121.5374 23.8470 10.3122
121.5363 23.8451 10.3917
121.5352 23.8431 10.4712
121.5340 23.8412 10.5507
121.5329 23.8393 10.6302
121.5318 23.8373 10.7097
121.5307 23.8354 10.7892
121.5296 23.8335 10.8687
121.5284 23.8315 10.9482
121.5280 23.8293 10.9805
121.5275 23.8271 11.0129
121.5270 23.8248 11.0452
121.5266 23.8226 11.0776
121.5261 23.8204 11.1100
121.5257 23.8182 11.1423
121.5252 23.8159 11.1747
121.5247 23.8137 11.2070
121.5243 23.8115 11.2394
121.5238 23.8093 11.2717
121.5234 23.8070 11.3041
121.5229 23.8048 11.3364
121.5224 23.8026 11.3688
121.5220 23.8003 11.4011
121.5215 23.7981 11.4335
121.5210 23.7959 11.4658
121.5206 23.7937 11.4982
121.5201 23.7914 11.5305
121.5197 23.7892 11.5629
121.5192 23.7870 11.5953
121.5180 23.7852 11.6794
121.5168 23.7834 11.7635
121.5156 23.7816 11.8476
121.5145 23.7798 11.9318
121.5133 23.7780 12.0159
121.5121 23.7762 12.1000
121.5109 23.7744 12.1841
121.5097 23.7726 12.2683
121.5085 23.7708 12.3524
121.5074 23.7690 12.4365
121.5062 23.7672 12.5206
121.5050 23.7654 12.6048
121.5038 23.7636 12.6889
121.5026 23.7618 12.7730
121.5014 23.7600 12.8572
121.5003 23.7582 12.9413
121.4991 23.7564 13.0254
121.4979 23.7546 13.1095
121.4967 23.7528 13.1937
121.4955 23.7510 13.2778
121.4953 23.7488 13.2945
121.4950 23.7467 13.3112
121.4948 23.7446 13.3278
121.4945 23.7424 13.3445
121.4943 23.7403 13.3612
121.4941 23.7381 13.3779
121.4938 23.7360 13.3946
121.4936 23.7338 13.4113
121.4933 23.7317 13.4280
121.4931 23.7296 13.4446
121.4929 23.7274 13.4613
121.4926 23.7253 13.4780
121.4924 23.7231 13.4947
121.4921 23.7210 13.5114
121.4919 23.7189 13.5281
121.4916 23.7167 13.5448
121.4914 23.7146 13.5614
121.4912 23.7124 13.5781
121.4909 23.7103 13.5948
121.4907 23.7081 13.6115
121.4894 23.7063 13.9239
121.4881 23.7044 14.2363
121.4868 23.7025 14.5486
121.4855 23.7006 14.8610
121.4842 23.6987 15.1734
121.4829 23.6968 15.4858
121.4816 23.6949 15.7981
121.4804 23.6930 16.1105
121.4791 23.6911 16.4229
121.4778 23.6892 16.7353
121.4765 23.6873 17.0477
121.4752 23.6854 17.3600
121.4739 23.6835 17.6724
121.4726 23.6816 17.9848
121.4713 23.6797 18.2972
121.4700 23.6778 18.6096
121.4687 23.6759 18.9219
121.4674 23.6740 19.2343
121.4662 23.6721 19.5467
121.4649 23.6702 19.8591
121.4637 23.6682 20.1369
121.4626 23.6662 20.4147
121.4614 23.6643 20.6925
121.4603 23.6623 20.9702
121.4591 23.6603 21.2480
121.4580 23.6583 21.5258
121.4568 23.6564 21.8036
121.4557 23.6544 22.0814
121.4545 23.6524 22.3592
121.4534 23.6504 22.6370
121.4522 23.6485 22.9148
121.4511 23.6465 23.1926
121.4499 23.6445 23.4704
121.4488 23.6425 23.7482
121.4476 23.6405 24.0259
