> CRF
121.1273 24.7899 3.0382
121.1247 24.7907 3.0382
121.1220 24.7914 3.0382
121.1194 24.7921 3.0382
121.1166 24.7919 3.0382
121.1138 24.7917 3.0382
121.1110 24.7916 3.0382
121.1082 24.7914 3.0382
121.1054 24.7913 3.0382
121.1026 24.7911 3.0382
121.0998 24.7909 3.0382
121.0970 24.7908 3.0382
121.0942 24.7906 3.0382
121.0914 24.7904 3.0382
121.0886 24.7903 3.0382
121.0859 24.7901 3.0382
121.0831 24.7899 3.0382
121.0803 24.7898 3.0382
121.0775 24.7896 3.0382
121.0747 24.7895 3.0382
121.0719 24.7893 3.0382
121.0691 24.7891 3.0382
121.0663 24.7890 3.0382
121.0635 24.7888 3.0382
121.0610 24.7876 3.0382
121.0585 24.7864 3.0382
121.0561 24.7853 3.0382
121.0536 24.7841 3.0382
121.0511 24.7829 3.0382
121.0486 24.7818 3.0382
121.0462 24.7806 3.0382
121.0437 24.7794 3.0382
121.0412 24.7782 3.0382
121.0387 24.7771 3.0382
121.0362 24.7759 3.0382
121.0338 24.7747 3.0382
121.0313 24.7735 3.0382
121.0288 24.7724 3.0382
121.0263 24.7712 3.0382
121.0239 24.7700 3.0382
121.0214 24.7688 3.0382
121.0189 24.7677 3.0382
121.0164 24.7665 3.0382
121.0140 24.7653 3.0382
121.0117 24.7638 3.0382
121.0095 24.7622 3.0382
121.0073 24.7607 3.0382
121.0050 24.7591 3.0382
121.0028 24.7575 3.0382
121.0005 24.7560 3.0382
120.9983 24.7544 3.0382
120.9961 24.7529 3.0382
120.9938 24.7513 3.0382
120.9916 24.7498 3.0382
120.9894 24.7482 3.0382
120.9871 24.7467 3.0382
120.9849 24.7451 3.0382
120.9827 24.7436 3.0382
120.9804 24.7420 3.0382
120.9782 24.7405 3.0382
120.9759 24.7389 3.0382
120.9737 24.7374 3.0382
120.9715 24.7358 3.0382
120.9692 24.7342 3.0382
120.9674 24.7325 3.0382
120.9655 24.7307 3.0382
120.9636 24.7290 3.0382
120.9618 24.7272 3.0382
120.9599 24.7254 3.0382
120.9580 24.7237 3.0382
120.9562 24.7219 3.0382
120.9543 24.7201 3.0382
120.9524 24.7184 3.0382
120.9506 24.7166 3.0382
120.9487 24.7149 3.0382
120.9469 24.7131 3.0382
120.9450 24.7113 3.0382
120.9431 24.7096 3.0382
120.9413 24.7078 3.0382
120.9394 24.7060 3.0382
120.9375 24.7043 3.0382
120.9357 24.7025 3.0382
120.9338 24.7008 3.0382
120.9319 24.6990 3.0382
> Hsinchu
120.9219 24.7842 3.9883
120.9253 24.7851 3.9883
120.9288 24.7860 3.9883
120.9322 24.7869 3.9883
120.9356 24.7878 3.9883
120.9390 24.7887 3.9883
120.9424 24.7896 3.9883
120.9458 24.7905 3.9883
120.9492 24.7914 3.9883
120.9526 24.7923 3.9883
120.9560 24.7932 3.9883
120.9594 24.7941 3.9883
120.9628 24.7950 3.9883
120.9663 24.7959 3.9883
120.9697 24.7968 3.9883
120.9731 24.7977 3.9883
120.9765 24.7986 3.9883
120.9799 24.7995 3.9883
120.9833 24.8004 3.9883
120.9867 24.8013 3.9883
120.9901 24.8022 3.9883
120.9936 24.8016 3.9883
120.9971 24.8010 3.9883
121.0006 24.8004 3.9883
121.0041 24.7997 3.9883
121.0076 24.7991 3.9883
121.0110 24.7985 3.9883
121.0145 24.7979 3.9883
121.0180 24.7973 3.9883
121.0215 24.7966 3.9883
121.0250 24.7960 3.9883
121.0285 24.7954 3.9883
121.0320 24.7948 3.9883
121.0355 24.7942 3.9883
121.0389 24.7936 3.9883
121.0424 24.7929 3.9883
121.0459 24.7923 3.9883
121.0494 24.7917 3.9883
121.0529 24.7911 3.9883
121.0564 24.7905 3.9883
121.0599 24.7899 3.9883
> Hsinchu_frontal
120.8633 24.6982 9.4770
120.8662 24.7025 9.4770
120.8691 24.7068 9.4770
120.8720 24.7111 9.4770
120.8750 24.7154 9.4770
120.8779 24.7197 9.4770
120.8808 24.7240 9.4770
120.8837 24.7282 9.4770
120.8866 24.7325 9.4770
120.8896 24.7368 9.4770
120.8925 24.7411 9.4770
120.8954 24.7454 9.4770
120.8983 24.7497 9.4770
120.9012 24.7540 9.4770
120.9042 24.7583 9.4770
120.9071 24.7625 9.4770
120.9100 24.7668 9.4770
120.9129 24.7711 9.4770
120.9158 24.7754 9.4770
120.9188 24.7797 9.4770
120.9217 24.7840 9.4770
> Hsinhua
120.3684 23.0670 9.0224
120.3650 23.0662 9.0224
120.3615 23.0654 9.0224
120.3581 23.0646 9.0224
120.3547 23.0638 9.0224
120.3512 23.0630 9.0224
120.3478 23.0622 9.0224
120.3443 23.0614 9.0224
120.3409 23.0607 9.0224
120.3375 23.0599 9.0224
120.3340 23.0591 9.0224
120.3306 23.0583 9.0224
120.3271 23.0575 9.0224
120.3237 23.0567 9.0224
120.3203 23.0559 9.0224
120.3168 23.0551 9.0224
120.3134 23.0543 9.0224
120.3100 23.0535 9.0224
120.3065 23.0527 9.0224
120.3031 23.0520 9.0224
120.2996 23.0512 9.0224
120.2961 23.0507 9.0224
120.2925 23.0502 9.0224
120.2890 23.0497 9.0224
120.2854 23.0493 9.0224
120.2818 23.0488 9.0224
120.2783 23.0483 9.0224
120.2747 23.0478 9.0224
120.2712 23.0473 9.0224
120.2676 23.0469 9.0224
120.2640 23.0464 9.0224
120.2605 23.0459 9.0224
120.2569 23.0454 9.0224
120.2533 23.0450 9.0224
120.2498 23.0445 9.0224
120.2462 23.0440 9.0224
120.2427 23.0435 9.0224
120.2391 23.0430 9.0224
120.2355 23.0426 9.0224
120.2320 23.0421 9.0224
120.2284 23.0416 9.0224
> Hukou
121.0347 24.8591 6.8180
121.0372 24.8603 6.8180
121.0396 24.8616 6.8180
121.0421 24.8629 6.8180
121.0446 24.8642 6.8180
121.0471 24.8654 6.8180
121.0496 24.8667 6.8180
121.0521 24.8680 6.8180
121.0546 24.8693 6.8180
121.0571 24.8706 6.8180
121.0596 24.8718 6.8180
121.0621 24.8731 6.8180
121.0645 24.8744 6.8180
121.0670 24.8757 6.8180
121.0695 24.8769 6.8180
121.0720 24.8782 6.8180
121.0745 24.8795 6.8180
121.0770 24.8808 6.8180
121.0795 24.8820 6.8180
121.0820 24.8833 6.8180
121.0845 24.8846 6.8180
121.0874 24.8852 6.8180
121.0904 24.8858 6.8180
121.0933 24.8864 6.8180
121.0963 24.8871 6.8180
121.0993 24.8877 6.8180
121.1022 24.8883 6.8180
121.1052 24.8889 6.8180
121.1081 24.8895 6.8180
121.1111 24.8902 6.8180
121.1140 24.8908 6.8180
121.1170 24.8914 6.8180
121.1200 24.8920 6.8180
121.1229 24.8926 6.8180
121.1259 24.8932 6.8180
121.1288 24.8939 6.8180
121.1318 24.8945 6.8180
121.1348 24.8951 6.8180
121.1377 24.8957 6.8180
121.1407 24.8963 6.8180
121.1436 24.8969 6.8180
121.1467 24.8974 6.8180
121.1497 24.8979 6.8180
121.1528 24.8984 6.8180
121.1559 24.8989 6.8180
121.1589 24.8994 6.8180
121.1620 24.8998 6.8180
121.1650 24.9003 6.8180
121.1681 24.9008 6.8180
121.1711 24.9013 6.8180
121.1742 24.9018 6.8180
121.1773 24.9022 6.8180
121.1803 24.9027 6.8180
121.1834 24.9032 6.8180
121.1864 24.9037 6.8180
121.1895 24.9042 6.8180
121.1926 24.9047 6.8180
121.1956 24.9051 6.8180
121.1987 24.9056 6.8180
121.2017 24.9061 6.8180
121.2048 24.9066 6.8180
121.2079 24.9063 6.8180
121.2110 24.9061 6.8180
121.2141 24.9059 6.8180
121.2173 24.9056 6.8180
121.2204 24.9054 6.8180
121.2235 24.9052 6.8180
121.2266 24.9049 6.8180
121.2298 24.9047 6.8180
121.2329 24.9045 6.8180
121.2360 24.9042 6.8180
121.2391 24.9040 6.8180
121.2422 24.9037 6.8180
121.2454 24.9035 6.8180
121.2485 24.9033 6.8180
121.2516 24.9030 6.8180
121.2547 24.9028 6.8180
121.2578 24.9026 6.8180
121.2610 24.9023 6.8180
121.2641 24.9021 6.8180
121.2672 24.9018 6.8180
> Kaoping
120.4790 22.8930 19.6593
120.4782 22.8907 19.6593
120.4775 22.8884 19.6593
120.4767 22.8861 19.6593
120.4759 22.8838 19.6593
120.4751 22.8814 19.6593
120.4743 22.8791 19.6593
120.4735 22.8768 19.6593
120.4727 22.8745 19.6593
120.4720 22.8722 19.6593
120.4712 22.8699 19.6593
120.4704 22.8676 19.6593
120.4696 22.8652 19.6593
120.4688 22.8629 19.6593
120.4680 22.8606 19.6593
120.4672 22.8583 19.6593
120.4665 22.8560 19.6593
120.4657 22.8537 19.6593
120.4649 22.8514 19.6593
120.4641 22.8490 19.6593
120.4633 22.8467 19.6593
120.4630 22.8443 19.6593
120.4628 22.8418 19.6593
120.4625 22.8394 19.6593
120.4623 22.8369 19.6593
120.4620 22.8345 19.6593
120.4617 22.8320 19.6593
120.4615 22.8296 19.6593
120.4612 22.8271 19.6593
120.4609 22.8247 19.6593
120.4607 22.8222 19.6593
120.4604 22.8198 19.6593
120.4602 22.8173 19.6593
120.4599 22.8148 19.6593
120.4596 22.8124 19.6593
120.4594 22.8099 19.6593
120.4591 22.8075 19.6593
120.4588 22.8050 19.6593
120.4586 22.8026 19.6593
120.4583 22.8001 19.6593
120.4581 22.7977 19.6593
120.4575 22.7953 19.6593
120.4570 22.7928 19.6593
120.4564 22.7904 19.6593
120.4559 22.7880 19.6593
120.4553 22.7856 19.6593
120.4547 22.7832 19.6593
120.4542 22.7808 19.6593
120.4536 22.7783 19.6593
120.4531 22.7759 19.6593
120.4525 22.7735 19.6593
120.4520 22.7711 19.6593
120.4514 22.7687 19.6593
120.4509 22.7663 19.6593
120.4503 22.7638 19.6593
120.4498 22.7614 19.6593
120.4492 22.7590 19.6593
120.4487 22.7566 19.6593
120.4481 22.7542 19.6593
120.4476 22.7517 19.6593
120.4470 22.7493 19.6593
120.4463 22.7469 19.6593
120.4457 22.7445 19.6593
120.4450 22.7421 19.6593
120.4443 22.7397 19.6593
120.4436 22.7373 19.6593
120.4429 22.7349 19.6593
120.4423 22.7325 19.6593
120.4416 22.7301 19.6593
120.4409 22.7277 19.6593
120.4402 22.7252 19.6593
120.4395 22.7228 19.6593
120.4388 22.7204 19.6593
120.4382 22.7180 19.6593
120.4375 22.7156 19.6593
120.4368 22.7132 19.6593
120.4361 22.7108 19.6593
120.4354 22.7084 19.6593
120.4348 22.7060 19.6593
120.4341 22.7036 19.6593
120.4334 22.7012 19.6593
120.4331 22.6987 19.6593
120.4328 22.6962 19.6593
120.4325 22.6938 19.6593
120.4322 22.6913 19.6593
120.4319 22.6888 19.6593
120.4316 22.6864 19.6593
120.4313 22.6839 19.6593
120.4309 22.6814 19.6593
120.4306 22.6790 19.6593
120.4303 22.6765 19.6593
120.4300 22.6740 19.6593
120.4297 22.6716 19.6593
120.4294 22.6691 19.6593
120.4291 22.6666 19.6593
120.4288 22.6642 19.6593
120.4285 22.6617 19.6593
120.4282 22.6592 19.6593
120.4279 22.6568 19.6593
120.4276 22.6543 19.6593
120.4273 22.6518 19.6593
120.4270 22.6493 19.6593
120.4267 22.6468 19.6593
120.4264 22.6443 19.6593
120.4262 22.6418 19.6593
120.4259 22.6393 19.6593
120.4256 22.6368 19.6593
120.4253 22.6343 19.6593
120.4251 22.6318 19.6593
120.4248 22.6293 19.6593
120.4245 22.6268 19.6593
120.4242 22.6243 19.6593
120.4240 22.6218 19.6593
120.4237 22.6193 19.6593
120.4234 22.6168 19.6593
120.4231 22.6143 19.6593
120.4229 22.6118 19.6593
120.4226 22.6093 19.6593
120.4223 22.6068 19.6593
120.4220 22.6043 19.6593
120.4218 22.6018 19.6593
> LVF
121.6104 23.9410 60.8757
121.6092 23.9391 60.3917
121.6080 23.9371 59.9076
121.6067 23.9352 59.4236
121.6055 23.9332 58.9396
121.6043 23.9313 58.4556
121.6030 23.9293 57.9715
121.6018 23.9274 57.4875
121.6005 23.9254 57.0035
121.5993 23.9235 56.5195
121.5981 23.9215 56.0354
121.5968 23.9196 55.5514
121.5956 23.9176 55.0674
121.5943 23.9157 54.5834
121.5931 23.9137 54.0993
121.5919 23.9118 53.6153
121.5906 23.9098 53.1313
121.5894 23.9079 52.6473
121.5882 23.9059 52.1632
121.5869 23.9040 51.6792
121.5857 23.9020 51.1952
121.5839 23.9004 50.5122
121.5822 23.8988 49.8292
121.5805 23.8972 49.1462
121.5787 23.8957 48.4631
121.5770 23.8941 47.7801
121.5752 23.8925 47.0971
121.5735 23.8909 46.4141
121.5718 23.8893 45.7311
121.5700 23.8877 45.0481
121.5683 23.8861 44.3651
121.5665 23.8845 43.6821
121.5648 23.8830 42.9991
121.5630 23.8814 42.3160
121.5613 23.8798 41.6330
121.5596 23.8782 40.9500
121.5578 23.8766 40.2670
121.5561 23.8750 39.5840
121.5543 23.8734 38.9010
121.5526 23.8719 38.2180
121.5509 23.8703 37.5350
121.5497 23.8683 37.0964
121.5486 23.8664 36.6578
121.5475 23.8645 36.2192
121.5464 23.8625 35.7806
121.5453 23.8606 35.3421
121.5441 23.8586 34.9035
121.5430 23.8567 34.4649
121.5419 23.8548 34.0263
121.5408 23.8528 33.5877
121.5396 23.8509 33.1492
121.5385 23.8490 32.7106
121.5374 23.8470 32.2720
121.5363 23.8451 31.8334
121.5352 23.8431 31.3948
121.5340 23.8412 30.9562
121.5329 23.8393 30.5177
121.5318 23.8373 30.0791
121.5307 23.8354 29.6405
121.5296 23.8335 29.2019
121.5284 23.8315 28.7633
121.5280 23.8293 28.5849
121.5275 23.8271 28.4064
121.5270 23.8248 28.2279
121.5266 23.8226 28.0494
121.5261 23.8204 27.8709
121.5257 23.8182 27.6924
121.5252 23.8159 27.5139
121.5247 23.8137 27.3354
121.5243 23.8115 27.1569
121.5238 23.8093 26.9785
121.5234 23.8070 26.8000
121.5229 23.8048 26.6215
121.5224 23.8026 26.4430
121.5220 23.8003 26.2645
121.5215 23.7981 26.0860
121.5210 23.7959 25.9075
121.5206 23.7937 25.7290
121.5201 23.7914 25.5506
121.5197 23.7892 25.3721
121.5192 23.7870 25.1936
121.5180 23.7852 24.7295
121.5168 23.7834 24.2654
121.5156 23.7816 23.8013
121.5145 23.7798 23.3372
121.5133 23.7780 22.8730
121.5121 23.7762 22.4089
121.5109 23.7744 21.9448
121.5097 23.7726 21.4807
121.5085 23.7708 21.0166
121.5074 23.7690 20.5525
121.5062 23.7672 20.0884
121.5050 23.7654 19.6243
121.5038 23.7636 19.1602
121.5026 23.7618 18.6961
121.5014 23.7600 18.2320
121.5003 23.7582 17.7679
121.4991 23.7564 17.3038
121.4979 23.7546 16.8396
121.4967 23.7528 16.3755
121.4955 23.7510 15.9114
121.4953 23.7488 15.8194
121.4950 23.7467 15.7273
121.4948 23.7446 15.6353
121.4945 23.7424 15.5432
121.4943 23.7403 15.4512
121.4941 23.7381 15.3591
121.4938 23.7360 15.2671
121.4936 23.7338 15.1751
121.4933 23.7317 15.0830
121.4931 23.7296 14.9910
121.4929 23.7274 14.8989
121.4926 23.7253 14.8069
121.4924 23.7231 14.7148
121.4921 23.7210 14.6228
121.4919 23.7189 14.5307
121.4916 23.7167 14.4387
121.4914 23.7146 14.3466
121.4912 23.7124 14.2546
121.4909 23.7103 14.1625
121.4907 23.7081 14.0705
121.4894 23.7063 14.3879
121.4881 23.7044 14.7053
121.4868 23.7025 15.0228
121.4855 23.7006 15.3402
121.4842 23.6987 15.6576
121.4829 23.6968 15.9751
121.4816 23.6949 16.2925
121.4804 23.6930 16.6099
121.4791 23.6911 16.9274
121.4778 23.6892 17.2448
121.4765 23.6873 17.5622
121.4752 23.6854 17.8797
121.4739 23.6835 18.1971
121.4726 23.6816 18.5145
121.4713 23.6797 18.8320
121.4700 23.6778 19.1494
121.4687 23.6759 19.4668
121.4674 23.6740 19.7842
121.4662 23.6721 20.1017
121.4649 23.6702 20.4191
121.4637 23.6682 20.7014
121.4626 23.6662 20.9837
121.4614 23.6643 21.2660
121.4603 23.6623 21.5482
121.4591 23.6603 21.8305
121.4580 23.6583 22.1128
121.4568 23.6564 22.3951
121.4557 23.6544 22.6774
121.4545 23.6524 22.9597
121.4534 23.6504 23.2419
121.4522 23.6485 23.5242
121.4511 23.6465 23.8065
121.4499 23.6445 24.0888
121.4488 23.6425 24.3711
121.4476 23.6405 24.6534
121.4465 23.6386 24.9356
121.4453 23.6366 25.2179
121.4442 23.6346 25.5002
121.4431 23.6326 25.7825
121.4419 23.6307 26.0648
121.4403 23.6289 26.4492
121.4388 23.6272 26.8337
121.4372 23.6255 27.2181
121.4357 23.6237 27.6026
121.4341 23.6220 27.9871
121.4325 23.6203 28.3715
121.4310 23.6186 28.7560
121.4294 23.6168 29.1404
121.4279 23.6151 29.5249
121.4263 23.6134 29.9093
121.4247 23.6116 30.2938
121.4232 23.6099 30.6783
121.4216 23.6082 31.0627
121.4201 23.6065 31.4472
121.4185 23.6047 31.8316
121.4169 23.6030 32.2161
121.4154 23.6013 32.6005
121.4138 23.5995 32.9850
121.4123 23.5978 33.3695
121.4107 23.5961 33.7539
121.4099 23.5941 33.8939
121.4091 23.5921 34.0339
121.4083 23.5901 34.1739
121.4075 23.5881 34.3140
121.4067 23.5861 34.4540
121.4059 23.5841 34.5940
121.4051 23.5821 34.7340
121.4043 23.5801 34.8740
121.4034 23.5781 35.0140
121.4026 23.5761 35.1540
121.4018 23.5741 35.2940
121.4010 23.5722 35.4340
121.4002 23.5702 35.5741
121.3994 23.5682 35.7141
121.3986 23.5662 35.8541
121.3978 23.5642 35.9941
121.3970 23.5622 36.1341
121.3962 23.5602 36.2741
121.3954 23.5582 36.4141
121.3946 23.5562 36.5541
121.3943 23.5540 36.5702
121.3941 23.5519 36.5863
121.3939 23.5497 36.6024
121.3937 23.5475 36.6185
121.3935 23.5454 36.6346
121.3933 23.5432 36.6507
121.3931 23.5411 36.6668
121.3928 23.5389 36.6828
121.3926 23.5367 36.6989
121.3924 23.5346 36.7150
121.3922 23.5324 36.7311
121.3920 23.5302 36.7472
121.3918 23.5281 36.7633
121.3915 23.5259 36.7794
121.3913 23.5237 36.7955
121.3911 23.5216 36.8116
121.3909 23.5194 36.8276
121.3907 23.5172 36.8437
121.3905 23.5151 36.8598
121.3902 23.5129 36.8759
121.3908 23.5108 36.8336
121.3913 23.5086 36.7913
121.3919 23.5064 36.7490
121.3924 23.5043 36.7068
121.3930 23.5021 36.6645
121.3935 23.4999 36.6222
121.3941 23.4978 36.5799
121.3946 23.4956 36.5376
121.3951 23.4935 36.4953
121.3957 23.4913 36.4530
121.3962 23.4891 36.4107
121.3968 23.4870 36.3684
121.3973 23.4848 36.3261
121.3979 23.4826 36.2839
121.3984 23.4805 36.2416
121.3990 23.4783 36.1993
121.3995 23.4762 36.1570
121.4000 23.4740 36.1147
121.4006 23.4718 36.0724
121.4011 23.4697 36.0301
121.3999 23.4678 36.1204
121.3988 23.4660 36.2108
121.3976 23.4642 36.3011
121.3964 23.4624 36.3914
121.3952 23.4606 36.4818
121.3940 23.4587 36.5721
121.3929 23.4569 36.6624
121.3917 23.4551 36.7528
121.3905 23.4533 36.8431
121.3893 23.4514 36.9334
121.3881 23.4496 37.0238
121.3870 23.4478 37.1141
121.3858 23.4460 37.2044
121.3846 23.4441 37.2948
121.3834 23.4423 37.3851
121.3822 23.4405 37.4754
121.3810 23.4387 37.5657
121.3799 23.4369 37.6561
121.3787 23.4350 37.7464
121.3775 23.4332 37.8367
121.3764 23.4312 37.9234
121.3752 23.4292 38.0100
121.3741 23.4272 38.0966
121.3730 23.4252 38.1832
121.3718 23.4232 38.2698
121.3707 23.4212 38.3564
121.3696 23.4192 38.4430
121.3684 23.4172 38.5296
121.3673 23.4152 38.6162
121.3662 23.4132 38.7028
121.3650 23.4112 38.7895
121.3639 23.4092 38.8761
121.3628 23.4072 38.9627
121.3616 23.4052 39.0493
121.3605 23.4032 39.1359
121.3594 23.4012 39.2225
121.3582 23.3992 39.3091
121.3571 23.3972 39.3957
121.3560 23.3952 39.4823
121.3549 23.3932 39.5689
121.3543 23.3910 39.6086
121.3538 23.3888 39.6483
121.3533 23.3866 39.6879
121.3528 23.3843 39.7276
121.3522 23.3821 39.7672
121.3517 23.3799 39.8069
121.3512 23.3777 39.8466
121.3507 23.3755 39.8862
121.3502 23.3732 39.9259
121.3496 23.3710 39.9655
121.3491 23.3688 40.0052
121.3486 23.3666 40.0449
121.3481 23.3644 40.0845
121.3475 23.3621 40.1242
121.3470 23.3599 40.1638
121.3465 23.3577 40.2035
121.3460 23.3555 40.2431
121.3455 23.3533 40.2828
121.3449 23.3510 40.3225
121.3444 23.3488 40.3621
121.3436 23.3467 40.4244
121.3428 23.3446 40.4866
121.3420 23.3425 40.5489
121.3412 23.3403 40.6111
121.3403 23.3382 40.6734
121.3395 23.3361 40.7356
121.3387 23.3339 40.7979
121.3379 23.3318 40.8601
121.3371 23.3297 40.9224
121.3363 23.3276 40.9846
121.3355 23.3254 41.0469
121.3346 23.3233 41.1091
121.3338 23.3212 41.1714
121.3330 23.3191 41.2336
121.3322 23.3169 41.2959
121.3314 23.3148 41.3581
121.3306 23.3127 41.4204
121.3297 23.3106 41.4826
121.3289 23.3084 41.5449
121.3281 23.3063 41.6071
121.3268 23.3044 41.7064
121.3255 23.3025 41.8057
121.3242 23.3006 41.9050
121.3229 23.2987 42.0043
121.3216 23.2968 42.1035
121.3203 23.2949 42.2028
121.3190 23.2930 42.3021
121.3178 23.2911 42.4014
121.3165 23.2892 42.5006
121.3152 23.2872 42.5999
121.3139 23.2853 42.6992
121.3126 23.2834 42.7985
121.3113 23.2815 42.8978
121.3100 23.2796 42.9970
121.3087 23.2777 43.0963
121.3074 23.2758 43.1956
121.3061 23.2739 43.2949
121.3048 23.2720 43.3942
121.3035 23.2701 43.4934
121.3022 23.2682 43.5927
121.3010 23.2663 43.5550
121.2998 23.2644 43.5174
121.2986 23.2625 43.4797
121.2974 23.2606 43.4420
121.2962 23.2587 43.4043
121.2950 23.2569 43.3667
121.2938 23.2550 43.3290
121.2926 23.2531 43.2913
121.2914 23.2512 43.2536
121.2902 23.2493 43.2159
121.2889 23.2474 43.1783
121.2877 23.2455 43.1406
121.2865 23.2436 43.1029
121.2853 23.2417 43.0652
121.2841 23.2398 43.0276
121.2829 23.2380 42.9899
121.2817 23.2361 42.9522
121.2805 23.2342 42.9145
121.2793 23.2323 42.8769
121.2781 23.2304 42.8392
121.2772 23.2283 42.8116
121.2763 23.2263 42.7840
121.2754 23.2242 42.7564
121.2746 23.2222 42.7288
121.2737 23.2201 42.7013
121.2728 23.2180 42.6737
121.2719 23.2160 42.6461
121.2710 23.2139 42.6185
121.2701 23.2118 42.5909
121.2693 23.2098 42.5633
121.2684 23.2077 42.5358
121.2675 23.2057 42.5082
121.2666 23.2036 42.4806
121.2657 23.2015 42.4530
121.2648 23.1995 42.4254
121.2639 23.1974 42.3978
121.2631 23.1954 42.3703
121.2622 23.1933 42.3427
121.2613 23.1912 42.3151
121.2604 23.1892 42.2875
121.2593 23.1873 42.2528
121.2582 23.1854 42.2181
121.2571 23.1835 42.1834
121.2560 23.1817 42.1486
121.2549 23.1798 42.1139
121.2538 23.1779 42.0792
121.2526 23.1760 42.0445
121.2515 23.1741 42.0097
121.2504 23.1723 41.9750
121.2493 23.1704 41.9403
121.2482 23.1685 41.9056
121.2471 23.1666 41.8709
121.2460 23.1647 41.8361
121.2449 23.1629 41.8014
121.2438 23.1610 41.7667
121.2426 23.1591 41.7320
121.2415 23.1572 41.6973
121.2404 23.1553 41.6625
121.2393 23.1535 41.6278
121.2382 23.1516 41.5931
121.2375 23.1494 41.5708
121.2368 23.1472 41.5485
121.2361 23.1451 41.5262
121.2353 23.1429 41.5040
121.2346 23.1407 41.4817
121.2339 23.1386 41.4594
121.2332 23.1364 41.4371
121.2325 23.1342 41.4148
121.2318 23.1321 41.3925
121.2311 23.1299 41.3703
121.2304 23.1277 41.3480
121.2296 23.1255 41.3257
121.2289 23.1234 41.3034
121.2282 23.1212 41.2811
121.2275 23.1190 41.2588
121.2268 23.1169 41.2366
121.2261 23.1147 41.2143
121.2254 23.1125 41.1920
121.2246 23.1104 41.1697
121.2239 23.1082 41.1474
121.2233 23.1062 41.1272
121.2226 23.1042 41.1070
121.2220 23.1022 41.0867
121.2213 23.1002 41.0665
121.2207 23.0982 41.0463
121.2200 23.0962 41.0260
121.2194 23.0942 41.0058
121.2187 23.0922 40.9856
121.2181 23.0902 40.9653
121.2174 23.0882 40.9451
121.2168 23.0862 40.9249
121.2161 23.0842 40.9046
121.2155 23.0822 40.8844
121.2149 23.0803 40.8642
121.2142 23.0783 40.8439
121.2136 23.0763 40.8237
121.2129 23.0743 40.8035
121.2123 23.0723 40.7832
121.2116 23.0703 40.7630
121.2110 23.0683 40.7428
121.2096 23.0665 40.6991
121.2082 23.0648 40.6555
121.2068 23.0630 40.6119
121.2054 23.0612 40.5682
121.2040 23.0595 40.5246
121.2026 23.0577 40.4810
121.2012 23.0559 40.4373
121.1998 23.0542 40.3937
121.1984 23.0524 40.3501
121.1970 23.0506 40.3064
121.1956 23.0489 40.2628
121.1943 23.0471 40.2192
121.1929 23.0454 40.1755
121.1915 23.0436 40.1319
121.1901 23.0418 40.0883
121.1887 23.0401 40.0446
121.1873 23.0383 40.0010
121.1859 23.0365 39.9574
121.1845 23.0348 39.9137
121.1831 23.0330 39.8701
121.1825 23.0309 40.0041
121.1820 23.0288 40.1382
121.1814 23.0267 40.2722
121.1808 23.0246 40.4063
121.1803 23.0225 40.5403
121.1797 23.0204 40.6744
121.1791 23.0183 40.8084
121.1786 23.0161 40.9425
121.1780 23.0140 41.0765
121.1774 23.0119 41.2106
121.1769 23.0098 41.3446
121.1763 23.0077 41.4786
121.1757 23.0056 41.6127
121.1751 23.0035 41.7467
121.1746 23.0014 41.8808
121.1740 22.9993 42.0148
121.1734 22.9972 42.1489
121.1729 22.9951 42.2829
121.1723 22.9930 42.4170
121.1717 22.9909 42.5510
121.1713 22.9886 42.6574
121.1708 22.9864 42.7637
121.1704 22.9842 42.8701
121.1699 22.9820 42.9764
121.1695 22.9798 43.0828
121.1690 22.9776 43.1892
121.1686 22.9753 43.2955
121.1681 22.9731 43.4019
121.1677 22.9709 43.5082
121.1672 22.9687 43.6146
121.1668 22.9665 43.7210
121.1663 22.9643 43.8273
121.1658 22.9620 43.9337
121.1654 22.9598 44.0400
121.1649 22.9576 44.1464
121.1645 22.9554 44.2528
121.1640 22.9532 44.3591
121.1636 22.9510 44.4655
121.1631 22.9487 44.5718
121.1627 22.9465 44.6782
121.1619 22.9444 44.8722
121.1610 22.9422 45.0663
121.1602 22.9401 45.2603
121.1594 22.9379 45.4543
121.1586 22.9358 45.6484
121.1577 22.9336 45.8424
121.1569 22.9315 46.0364
121.1561 22.9293 46.2305
121.1553 22.9272 46.4245
121.1545 22.9250 46.6185
121.1536 22.9229 46.8126
121.1528 22.9207 47.0066
121.1520 22.9186 47.2006
121.1512 22.9164 47.3947
121.1503 22.9143 47.5887
121.1495 22.9121 47.7827
121.1487 22.9100 47.9767
121.1479 22.9079 48.1708
121.1471 22.9057 48.3648
121.1462 22.9036 48.5588
121.1459 22.9013 48.6342
121.1456 22.8991 48.7095
121.1453 22.8968 48.7848
121.1450 22.8946 48.8602
121.1446 22.8923 48.9355
121.1443 22.8901 49.0108
121.1440 22.8878 49.0861
121.1437 22.8856 49.1615
121.1433 22.8834 49.2368
121.1430 22.8811 49.3121
121.1427 22.8789 49.3875
121.1424 22.8766 49.4628
121.1421 22.8744 49.5381
121.1417 22.8721 49.6134
121.1414 22.8699 49.6888
121.1411 22.8677 49.7641
121.1408 22.8654 49.8394
121.1405 22.8632 49.9148
121.1401 22.8609 49.9901
