1	119.4808	23.5675	-1.5	0	-2.01	0.04	0.04	0.2	-155.091168355969	-47.0778311028835
1	119.5637	23.5652	-1.31	-1.23	2.89	0.11	0.19	0.56	-146.630968361131	-47.4198797190686
1	119.6694	23.5664	-0.66	0.21	-1.42	0.08	0.04	0.21	-135.839209785338	-47.3911246715128
1	120.1247	23.3014	-6.41	0.51	-4.65	0.76	0.45	2.71	-89.5372698987566	-77.0989838359133
1	120.1378	23.3364	-1.651	1.447	-28.193	0.612	0.245	2.249	-88.1741541099186	-73.2306554817882
1	120.1402	23.4508	-0.56	-2.57	-30.22	0.02	0.02	0.15	-87.8532268766901	-60.561824937944
1	120.154	23.4607	-1.301	-1.073	-16.625	1.102	0.518	4.531	-86.436733349432	-59.4737047767849
1	120.1686	23.2938	-5.15	-1.26	-22.25	0.17	0.06	0.68	-85.0514780272281	-77.9671588721713
1	120.1719	23.3806	-3.14	1.01	-26.97	0.29	0.07	0.49	-84.6588547830044	-68.3557414902869
1	120.1888	23.3825	-0.717	0.002	-26.534	0.949	0.603	3.621	-82.9299590984166	-68.1551187570161
1	120.1929	23.3406	-3.696	1.044	-21.295	0.97	0.229	3.065	-82.5367360471769	-72.7980114243014
1	120.2008	23.288	-4.197	1.296	-19.449	1.083	0.3	2.491	-81.7610235897567	-78.6280544378586
1	120.2457	23.3354	-5.813	0.718	-11.773	0.593	0.295	1.617	-77.1402862798654	-73.4030685707596
1	120.2509	23.4108	-4.068	1.265	-14.142	1.152	0.417	2.077	-76.5651880893965	-65.0551360647107
1	120.2725	23.2502	-7.3	2.089	-9.529	0.652	0.499	4.008	-74.4469200271805	-82.8530450343349
1	120.2755	23.4178	-5.409	1.675	-8.529	1.203	0.567	2.963	-74.0469587166923	-64.2927182086412
1	120.2793	23.3607	-5.74	1.04	-9.96	0.02	0.01	0.08	-73.6901632996011	-70.6185857415062
1	120.2809	23.2445	NaN	NaN	-2.57633	NaN	NaN	0.596	-73.5904609314678	-83.4886017172752
1	120.2908	23.3933	-5.33	1.47	-3.35	0.03	0.02	0.08	-72.4965884205354	-67.0139107896018
1	120.2914	23.2502	NaN	NaN	-1.75237	NaN	NaN	0.803	-72.5128506650442	-82.8626131529475
1	120.2955	23.255	NaN	NaN	0.17746	NaN	NaN	0.696	-72.0907100236589	-82.3330579538851
1	120.3068	23.4117	-5.891	2.269	-2.532	1.036	0.351	1.896	-70.8512398185938	-64.9840321577971
1	120.3084	23.254	NaN	NaN	2.62292	NaN	NaN	0.564	-70.7712050929634	-82.4501569997966
1	120.3134	23.2498	NaN	NaN	2.43279	NaN	NaN	0.549	-70.2617610003655	-82.917733120583
1	120.3158	23.2401	NaN	NaN	3.8252	NaN	NaN	0.641	-70.0212267163953	-83.9931587343201
1	120.32	23.3039	-6.581	2.589	-3.034	0.754	0.737	3.503	-69.5582687708713	-76.9293679839513
1	120.3205	23.2418	NaN	NaN	2.59978	NaN	NaN	0.565	-69.5393498145482	-83.8071442187306
1	120.3285	23.2361	NaN	NaN	3.7343	NaN	NaN	0.655	-68.7235628161836	-84.4422211748826
1	120.3381	23.2339	NaN	NaN	3.78897	NaN	NaN	0.607	-67.7421838524775	-84.6903783617758
1	120.3483	23.2278	NaN	NaN	3.73974	NaN	NaN	0.344	-66.7013023268356	-85.3706640480753
1	120.3488	23.227	-9.91	1.56	-2.83	0.1	0.04	0.2	-66.6505249452621	-85.4594921634151
1	120.3491	23.2261	-7.4	1.123	-3.67	1.614	0.763	6.983	-66.6202666037141	-85.5593032148992
1	120.3589	23.235	NaN	NaN	2.13352	NaN	NaN	0.538	-65.6128832756665	-84.5781041899293
1	120.359	23.2349	-8.211	3.003	0.176	1.238	0.441	3.232	-65.6026977979478	-84.5892241883621
1	120.3621	23.235	NaN	NaN	3.93095	NaN	NaN	0.597	-65.2853838637909	-84.5795462451536
1	120.3658	23.2363	NaN	NaN	4.17724	NaN	NaN	0.617	-64.9060839331339	-84.4372320206951
1	120.3714	23.2366	NaN	NaN	3.92898	NaN	NaN	0.806	-64.3328215670188	-84.4064993348397
1	120.3722	23.2579	-8.787	2.879	1.561	0.995	0.522	2.344	-64.2407458519768	-82.0479162771614
1	120.3736	23.2572	-10.3	1.9	-2.2	0.11	0.03	0.16	-64.0978239291995	-82.1260592584866
1	120.3751	23.2381	NaN	NaN	4.84468	NaN	NaN	0.564	-63.9534399118299	-84.2420114874302
1	120.3786	23.237	NaN	NaN	6.91603	NaN	NaN	0.609	-63.5957668059661	-84.365371364995
1	120.3815	23.2355	NaN	NaN	8.84596	NaN	NaN	0.556	-63.299682190582	-84.5327602649221
1	120.3851	23.2362	NaN	NaN	3.25471	NaN	NaN	4.018	-62.9309182460918	-84.4568012480352
1	120.3864	23.2944	-6.568	3.042	-2.236	2.38	0.828	5.795	-62.7706078314165	-78.0118144586192
1	120.3991	23.2309	NaN	NaN	6.666	NaN	NaN	0.01	-61.5005481392983	-85.0497612626977
1	120.4003	23.2221	-14.579	2.718	7.732	1.466	0.793	5.915	-61.3817547295502	-86.0248470968098
1	120.4004	23.2222	-17.28	1.65	6.2	0.08	0.03	0.11	-61.3714736800059	-86.013814587856
1	120.4034	23.3158	-8.944	3.267	-5.271	1.14	0.348	2.058	-61.0217731689388	-75.6490576888551
1	120.404	23.3172	-7.42	1.29	-3.94	0.08	0.04	0.23	-60.9597656111944	-75.4942622424317
1	120.4041	23.234	NaN	NaN	11.91352	NaN	NaN	0.599	-60.9874055882438	-84.7085519335599
1	120.4102	23.2344	NaN	NaN	7.43602	NaN	NaN	7.238	-60.3629244414329	-84.6668012400414
1	120.4141	23.353	-9.236	0.797	-6.626	0.861	0.67	3.05	-59.9106687634074	-71.5336702152198
1	120.4167	23.2369	NaN	NaN	9.97998	NaN	NaN	0.415	-59.6965752728166	-84.3926192465592
