2	120.2497	23.4115	NaN	NaN	0	NaN	NaN	0.5	-76.6874350951251	-64.9769716749406
2	120.3063	23.4113	NaN	NaN	1.3	NaN	NaN	0.5	-70.9025570078767	-65.0280870182028
2	120.2197	23.3597	NaN	NaN	0	NaN	NaN	0.5	-79.7846876342035	-70.6976866931267
2	120.1543	23.4603	NaN	NaN	-0.1	NaN	NaN	1	-86.4063427052627	-59.5181869071548
2	120.2606	23.33	NaN	NaN	0	NaN	NaN	0.5	-75.6195724731682	-74.0089928720469
2	120.4133	23.3528	NaN	NaN	1.5	NaN	NaN	0.5	-59.9925614884113	-71.5554882259393
2	120.3655	23.2865	NaN	NaN	1.2	NaN	NaN	0.5	-64.9124723792022	-78.877522027044
2	120.169	23.2962	NaN	NaN	-2.2	NaN	NaN	0.5	-85.0090342787164	-77.7015879650735
2	120.3506	23.2255	NaN	NaN	1.8	NaN	NaN	0.5	-66.467038128768	-85.6264391814746
2	120.2577	23.276	NaN	NaN	-0.7	NaN	NaN	0.5	-75.9468080213831	-79.9880194471096
2	120.3125	23.2734	NaN	NaN	0.5	NaN	NaN	0.5	-70.3414742951751	-80.3036126248452
2	120.2192	23.3566	NaN	NaN	-0.2	NaN	NaN	0.2	-79.8376664998284	-71.0407426491034
2	121.3553563	23.07645946	NaN	NaN	4.8	NaN	NaN	0.7	36.4115674177383	-102.235808686165
2	121.354576	23.07294834	NaN	NaN	4.7	NaN	NaN	4.5	36.3325572649449	-102.624833592921
2	121.3323447	23.01811783	NaN	NaN	3.9	NaN	NaN	0.8	34.0683606562738	-108.702229183696
2	121.3275462	23.01065048	NaN	NaN	4.4	NaN	NaN	0.7	33.5783197491612	-109.530283025371
2	121.3058539	22.97786745	NaN	NaN	6.2	NaN	NaN	0.3	31.3621126724769	-113.165518301481
2	121.3115933	22.97557151	NaN	NaN	8.3	NaN	NaN	1.8	31.9511668814221	-113.418534957394
2	121.297233	23.047578	NaN	NaN	4.8	NaN	NaN	0.01	30.4624747206266	-105.447494367141
2	121.2922583	23.03815	NaN	NaN	3.4	NaN	NaN	0.02	29.9547186286396	-106.492594237322
2	121.2811667	23.008831	NaN	NaN	10.8	NaN	NaN	0.4	28.8241292970437	-109.741647217027
2	121.289986	23.000667	NaN	NaN	5	NaN	NaN	0.1	29.7300371211435	-110.643976821162
2	121.24317	22.96118	NaN	NaN	9.4	NaN	NaN	0.8	24.9376028428552	-115.025514866413
2	121.2613361	22.984028	NaN	NaN	4.3	NaN	NaN	0.04	26.7960690811487	-112.492115215552
2	121.261059	22.977177	NaN	NaN	4.8	NaN	NaN	0.1	26.7690063005616	-113.250850027188
2	121.26305	22.98222	NaN	NaN	1.1	NaN	NaN	0.02	26.9721623663376	-112.692020394565
2	121.2642667	22.982981	NaN	NaN	1.8	NaN	NaN	0.01	27.0967663282443	-112.607522567986
2	121.260239	23.002564	NaN	NaN	5.4	NaN	NaN	0.3	26.6799362430784	-110.439623132931
2	121.307044	22.991111	NaN	NaN	2.9	NaN	NaN	0.03	31.4810758234832	-111.698659281858
2	121.30701	22.992148	NaN	NaN	5	NaN	NaN	0.1	31.477349474242	-111.583828037745
2	121.2942667	22.964456	NaN	NaN	2.7	NaN	NaN	0.03	30.1769452412883	-114.65314127953
